"#","St","Address","MLS® #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"1501","S","6405 Centre Street NW","A2133071","Semi Detached (Half Duplex)","Thorncliffe","06/15/2024","$559,900.00","$522,900.00","1,215","Calgary","1967","25","Cathy Chen","CCHENHU","","Wendy Do","CDOWE","","CAL Zone N"
"1501","S","510 6 Avenue SE Unit#1503","A2112881","Apartment","Downtown East Village","06/18/2024","$534,990.00","$522,500.00","1,112","Calgary","2016","102","Ramesh Peri","CPERIRA","","Kathy Thirsk","CTHIRSKA","","CAL Zone CC"
"1501","S","151 Marbank Way NE","A2143055","Detached","Marlborough","06/25/2024","$499,900.00","$522,000.00","929","Calgary","1972","5","Mark Wang","CWANGJI","","Matthew Mai","CMAIXU","","CAL Zone NE"
"1501","S","1043 Canfield Crescent SW","A2134022","Semi Detached (Half Duplex)","Canyon Meadows","06/04/2024","$499,800.00","$522,000.00","1,000","Calgary","1970","4","Tarek Hageahmad","CHAGEATA","CELHAGIB","Melanie Ward","CWARDME","","CAL Zone S"
"1501","S","64 Martin Crossing Crescent NE","A2132903","Detached","Martindale","06/05/2024","$529,000.00","$522,000.00","1,303","Calgary","1997","19","Angad Chahal","CCHAHAAN","","Jatin Sethi","CSETHIJA","","CAL Zone NE"
"1501","S","4603 Forman Crescent SE","A2141162","Detached","Forest Heights","06/29/2024","$499,000.00","$521,000.00","1,040","Calgary","1961","9","Zach Terlier","CTERLIZA","","Henry Nguyen","CNGUYEHU","","CAL Zone E"
"1501","S","131 Falton Way NE","A2140318","Detached","Falconridge","06/25/2024","$525,000.00","$520,000.00","855","Calgary","1980","12","Shawn Getty","CGETTYSH","CAWLAAM","Sonia Sharma","CSHARMSO","","CAL Zone NE"
"1501","S","722 Olympia Drive SE","A2139699","Detached","Ogden","06/25/2024","$499,900.00","$520,000.00","1,044","Calgary","1973","16","Andrew Campbell","CCAMPBAN1","","Ian Cooper","CCOOPEIA1","","CAL Zone SE"
"1501","S","18 Glamis Gardens SW","A2138092","Row/Townhouse","Glamorgan","06/21/2024","$499,800.00","$520,000.00","1,484","Calgary","1980","9","Brian Currey","CCURREBR","","Taylor Strome","CSTROMTA","","CAL Zone W"
"1501","S","268 Rocky Ridge Court NW","A2137372","Row/Townhouse","Rocky Ridge","06/07/2024","$465,000.00","$520,000.00","1,240","Calgary","1999","6","Sheryl Lauinger","CLAUINSH","","Soheila Bahadoran","CBAHADSO","","CAL Zone NW"
"1501","S","122 Mahogany Centre SE Unit#610","A2136935","Apartment","Mahogany","06/22/2024","$519,000.00","$520,000.00","673","Calgary","2018","22","Robert Jansons","CJANSORO","CTUNNEKI","Parry Lagler","CLAGLEPA","","CAL Zone SE"
"1501","S","205 Martin Crossing Way NE","A2136701","Detached","Martindale","06/20/2024","$544,900.00","$520,000.00","1,457","Calgary","1998","20","Robby Khun Khun","ckhunkra","","Robby Khun Khun","ckhunkra","","CAL Zone NE"
"1501","S","119 Hidden Creek Cove NW","A2136492","Row/Townhouse","Hidden Valley","06/10/2024","$499,900.00","$520,000.00","1,326","Calgary","2003","11","Jessica Chan","CCHANJE1","","Shauna Preston","CPRESTSH","","CAL Zone N"
"1501","S","3335 39 Street SW","A2136083","Semi Detached (Half Duplex)","Glenbrook","06/05/2024","$420,000.00","$520,000.00","1,001","Calgary","1967","4","Mario Micciolo","CMICCIMA","CMICCIKA","Marc Philibert","CDUGUAMA","","CAL Zone W"
"1501","S","379 Regal Park NE","A2136052","Row/Townhouse","Renfrew","06/07/2024","$465,000.00","$520,000.00","1,587","Calgary","2003","7","Serhan Tarkan","CTARKASE","","Alison Lang","CLANGAL","","CAL Zone CC"
"1501","S","930 6 Avenue SW Unit#3101","A2135972","Apartment","Downtown Commercial Core","06/11/2024","$519,900.00","$520,000.00","890","Calgary","2017","0","Michael Ferianec","CFERIAMI","","Carlin Koster","CKOSTECA","","CAL Zone CC"
"1501","S","39 Ranchero Green NW","A2135290","Semi Detached (Half Duplex)","Ranchlands","06/01/2024","$479,900.00","$520,000.00","1,174","Calgary","1977","2","Cam Sterns","CSTERNCA","CCOXKI","Maria Surowka","CSUROWMA","","CAL Zone NW"
"1501","S","142 Cramond Circle SE","A2134866","Detached","Cranston","06/18/2024","$529,900.00","$520,000.00","1,136","Calgary","2003","25","Lynn Brunton","CBRUNTLY","","Artem Bavolskyi","CBAVOLAR","","CAL Zone SE"
"1501","S","38 Sage Hill Common NW","A2133611","Row/Townhouse","Sage Hill","06/28/2024","$529,900.00","$520,000.00","1,207","Calgary","2010","39","Helen Huang","CHUANGXI1","","Emeka Okeke","COKEKEEM","","CAL Zone N"
"1501","S","435 Evermeadow Road SW","A2136405","Detached","Evergreen","06/25/2024","$499,000.00","$518,500.00","884","Calgary","2004","26","Michael Zarowny","CZAROWMI","","Clarence Kim","CKIMCL","","CAL Zone S"
"1501","S","119 23 Avenue NE Unit#5","A2135816","Row/Townhouse","Tuxedo Park","06/06/2024","$489,900.00","$517,000.00","1,548","Calgary","1993","9","Chris Richter","CRICHTCH","CPILONJE","Scott Merchant","CMERCHSC","","CAL Zone CC"
"1501","S","211 Sherwood Lane NW","A2142970","Row/Townhouse","Sherwood","06/28/2024","$499,900.00","$515,000.00","1,339","Calgary","2024","8","Judit Sheikh","CSHEIKJU","","Nhi Tran","CBUINH","","CAL Zone N"
"1501","S","133 Mckenzie Towne Drive SE","A2141105","Row/Townhouse","McKenzie Towne","06/29/2024","$520,000.00","$515,000.00","1,757","Calgary","2004","10","Angie Spencer","CSPENCAN","","Gregory Dudar","CDUDARGR","","CAL Zone SE"
