"#","St","MLS® #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","Address","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"1","S","A2106374","Detached","Britannia","03/08/2024","$4,290,000.00","$4,250,000.00","4,597","4324 Britannia Drive SW","Calgary","2012","7","Vivienne Huisman","CFEICKVI","","Joel Semmens","CSEMMEJO","","CAL Zone CC"
"1","S","A2100441","Detached","Scarboro/Sunalta West","03/24/2024","$3,350,000.00","$3,300,000.00","3,542","1436 23 Street SW","Calgary","2020","66","Catherine Chow","CCHOWCA","","Karen Luu","CLUUKA","","CAL Zone CC"
"1","S","A2109457","Detached","McKenzie Lake","03/11/2024","$2,590,000.00","$2,475,000.00","3,101","33 Mckenzie Lake Point SE","Calgary","1989","17","Amanda Zayonce","CZAYONAM","","Candace Stanick","CSTANICA","","CAL Zone SE"
"1","S","A2110426","Detached","Elbow Park","03/02/2024","$1,988,800.00","$2,313,000.00","2,646","1402 34 Avenue SW","Calgary","1952","1","Richard Lobsinger","CLOBSIRI","","Rebecca Yarmoloy","CMORGARE","","CAL Zone CC"
"1","S","A2108516","Detached","Mayfair","03/08/2024","$2,395,000.00","$2,300,000.00","3,582","24 Massey Place SW","Calgary","1960","15","Matt Williams","CWILLIMA3","","Tammy Moores","CMOORETA","","CAL Zone CC"
"1","S","A2103825","Detached","West Hillhurst","03/06/2024","$2,289,900.00","$2,262,500.00","3,056","2224 4 Avenue NW","Calgary","2024","39","Tony Irshad","CIRSHAAB","","Deven Folkins","CFOLKIDE","","CAL Zone CC"
"1","S","A2109037","Detached","Elbow Park","03/13/2024","$2,349,900.00","$2,200,000.00","2,447","329 Elbow Park Lane SW","Calgary","1914","21","Tanya Eklund","CEKLUNTA","","Lisa Atkins","CATKINLI","","CAL Zone CC"
"1","S","A2108610","Detached","Bel-Aire","03/09/2024","$2,200,000.00","$2,150,000.00","2,722","1424 Beverley Place SW","Calgary","1965","15","Kari-Ann MacDougall","cmacdoka3","CKINGEA","Tanya Eklund","CEKLUNTA","","CAL Zone CC"
"1","S","A2115119","Detached","Lakeview","03/29/2024","$2,189,000.00","$2,120,000.00","2,121","3531 Lakeside Crescent SW","Calgary","2022","14","Carmelle Smutko","CSMUTKCA","","Tanya Eklund","CEKLUNTA","","CAL Zone W"
"1","S","A2109721","Detached","Varsity","03/19/2024","$2,500,000.00","$2,100,000.00","2,241","4544 Varsity Green NW","Calgary","1972","21","Kirby Cox","CCOXKI","","Brad Thomson","CTHOMSBR","","CAL Zone NW"
"1","S","A2106869","Detached","North Glenmore Park","03/08/2024","$1,999,900.00","$2,030,000.00","2,732","52 Langton Drive SW","Calgary","2013","28","Tanya Eklund","CEKLUNTA","","Sherwin Brierton","CBRIERSH","","CAL Zone W"
"1","S","A2109076","Detached","Renfrew","03/02/2024","$2,150,000.00","$2,000,000.00","3,586","215 13 Street NE","Calgary","2017","11","Robert Williams","CWILLIRO7","","Jim Huynh","CHUYNHHA","","CAL Zone CC"
"1","S","A2103206","Detached","Patterson","03/21/2024","$2,000,000.00","$2,000,000.00","3,784","458 Patterson Boulevard SW","Calgary","2019","13","Michael Newton","CNEWTOMI","","Reza Golshani Saket","CGOLSHRE","","CAL Zone W"
"1","S","A2097875","Detached","Aspen Woods","03/28/2024","$2,095,000.00","$2,000,000.00","3,580","34 ASPEN RIDGE Park SW","Calgary","2017","104","Ross Pavl","CPAVLYRO","","Mark Evernden","CEVERNMA","","CAL Zone W"
"1","S","A2046903","Detached","Springbank Hill","03/01/2024","$1,994,000.00","$1,950,000.00","4,425","12 Spring Willow Place SW","Calgary","2006","291","Debbie Ferguson","CFERGUDE1","","Kristen Edmunds","CEDMUNKR","","CAL Zone W"
"1","S","A2097544","Detached","Currie Barracks","03/26/2024","$1,949,000.00","$1,945,000.00","2,430","78 Valour Circle SW","Calgary","2024","99","Philip Bamber","CBAMBEPH","","Heather Waddell","CWADDEHE","","CAL Zone W"
"1","S","A2103659","Apartment","Eau Claire","03/09/2024","$1,999,900.00","$1,940,000.00","2,108","690 Princeton Way SW Unit#803","Calgary","2001","37","Michael Ferianec","CFERIAMI","CMCKERFR","Mike Stante","CSTANTMI","","CAL Zone CC"
"1","S","A2101544","Detached","Upper Mount Royal","03/24/2024","$2,098,000.00","$1,935,000.00","2,618","1429 Premier Way SW","Calgary","1999","64","Mary-Lou McCormick","CMCCORMA1","","Matt Williams","CWILLIMA3","","CAL Zone CC"
"1","S","A2116525","Detached","St Andrews Heights","03/29/2024","$1,849,000.00","$1,900,000.00","2,026","2804 Toronto Crescent NW","Calgary","1956","8","Robin Clegg","CCLEGGRO","CSEMMEJO","Robin Clegg","CCLEGGRO","","CAL Zone CC"
"1","S","A2115464","Detached","Aspen Woods","03/21/2024","$1,865,000.00","$1,889,000.00","3,428","30 Aspen Dale Court SW","Calgary","2011","3","David Pellettier","CPELLEDA","","Kyle Dexter","CDEXTEKY","CSTARNRA","CAL Zone W"
"1","S","A2111922","Detached","Altadore","03/14/2024","$1,809,000.00","$1,809,000.00","2,621","2019 44 Avenue SW","Calgary","2016","8","Craig Harding","CHARDIDA1","","Nick Profeta","CPROFENI","CMAHAL","CAL Zone CC"
"1","S","A2110270","Detached","Discovery Ridge","03/06/2024","$1,799,900.00","$1,800,000.00","2,891","21 Discovery Rise SW","Calgary","2001","5","Chris Zaharko","CZAHARCH","","David Pellettier","CPELLEDA","","CAL Zone W"
"1","S","A2106619","Detached","Aspen Woods","03/08/2024","$1,699,800.00","$1,795,000.00","3,450","260 Aspen Meadows Place SW","Calgary","2003","8","Brian Currey","CCURREBR","","Jonathan Ashkin","CASHKIJO","CSREMADU","CAL Zone W"
"1","S","A2102222","Detached","St Andrews Heights","03/14/2024","$1,850,000.00","$1,785,000.00","2,882","2808 11 Avenue NW","Calgary","2008","56","John Norrie","CNORRIJO","","Richard Palibroda","CPALIBRI","","CAL Zone CC"
"1","S","A2111521","Detached","McKenzie Lake","03/22/2024","$1,798,888.00","$1,777,777.00","2,022","101 Mt Douglas Circle SE","Calgary","1999","21","Mike Ouellette","COUELLMI","","Mike Ouellette","COUELLMI","","CAL Zone SE"
"1","S","A2090599","Detached","Currie Barracks","03/21/2024","$1,850,000.00","$1,760,000.00","3,601","21 Trasimeno Crescent SW","Calgary","2019","141","Alicja Rudolf","CRUDOLAL","","Chris Zaharko","CZAHARCH","","CAL Zone W"
"1","S","A2116815","Detached","Parkdale","03/27/2024","$1,699,900.00","$1,750,000.00","2,934","3626 8 Avenue NW","Calgary","2013","5","Tanya Eklund","CEKLUNTA","","Beth MacInnis","CMACINBE","","CAL Zone CC"
"1","S","A2101241","Detached","Parkdale","03/19/2024","$1,885,000.00","$1,750,000.00","2,615","139 35 Street NW","Calgary","2016","66","Robert Vanovermeire","CVANOVRO","","Perry Kool","CKOOLPE","","CAL Zone CC"
"1","S","A2100414","Detached","Cougar Ridge","03/08/2024","$1,899,999.00","$1,750,000.00","4,344","102 Cougar Ridge View SW","Calgary","2001","23","Andrew Pohlod","CPOHLOD","CNICHORE","Kathy Thirsk","CTHIRSKA","","CAL Zone W"
"1","S","A2110841","Detached","Altadore","03/08/2024","$1,749,900.00","$1,749,900.00","2,442","1915 49 Avenue SW","Calgary","2020","9","Tanya Eklund","CEKLUNTA","","Amy Brooks","CBROOKAM","CBROOKEM","CAL Zone CC"
"1","S","A2100239","Detached","Glendale","03/11/2024","$1,799,000.00","$1,742,500.00","3,247","4 Kelwood Place SW","Calgary","2023","60","Sheraz Anwar","CANWARSH1","","Catherine Chow","CCHOWCA","","CAL Zone W"
"1","S","A2104574","Detached","Aspen Woods","03/17/2024","$1,745,000.00","$1,725,000.00","3,134","37 Aspen Ridge Way SW","Calgary","2003","32","Phil Lepage","CLEPAGPH","","Steven Bradford","CBRADFST1","","CAL Zone W"
"1","S","A2107543","Detached","Lakeview","03/19/2024","$1,799,000.00","$1,722,500.00","2,728","3148 Linden Drive SW","Calgary","1968","33","Ron Garneau","CGARNERO1","CHOSPEPA","Zach Terlier","CTERLIZA","","CAL Zone W"
"1","S","A2107115","Detached","Collingwood","03/22/2024","$1,775,000.00","$1,715,000.00","2,564","77 Carmangay Crescent NW","Calgary","2017","22","Justin Havre","CHAVREJU","CBOYERJO","Enzo DiPietro","CDIPIEEN","","CAL Zone NW"
"1","S","A2087329","Detached","North Glenmore Park","03/28/2024","$1,799,000.00","$1,700,000.00","2,072","5715 19 Street SW","Calgary","1987","7","Neira Makin","CKAHVINE","","Jim Henheffer","CHENHEJI","","CAL Zone W"
"1","S","A2113309","Detached","Altadore","03/09/2024","$1,500,000.00","$1,630,000.00","1,886","4928 21 Street SW","Calgary","1956","1","Nathan Luu","CLUUNA","","Tanya Eklund","CEKLUNTA","","CAL Zone CC"
"1","S","A2106349","Detached","Lake Bonavista","03/08/2024","$1,699,900.00","$1,625,000.00","3,283","978 Lake Placid Drive SE","Calgary","1976","16","Bowen Fric","CFRICBO","","Dino Pezzente","CPEZZEDI","","CAL Zone S"
"1","S","A2099401","Detached","Bridgeland/Riverside","03/05/2024","$1,750,000.00","$1,625,000.00","2,617","504 9A Street NE","Calgary","2023","62","Jerry Thai","CTHAIJE","","Jake McIntyre","CMCINTJA1","","CAL Zone CC"
"1","S","A2102859","Apartment","Chinatown","03/15/2024","$1,650,000.00","$1,615,000.00","1,865","88 Waterfront Mews SW Unit#302","Calgary","2019","49","Kim Stubbs","CSTUBBSKI","CHUXLETI","Cindy Skrukwa","CSKRUKCI","","CAL Zone CC"
"1","S","A2100683","Detached","Collingwood","03/08/2024","$1,650,000.00","$1,600,000.00","2,400","1504 Cavanaugh Place NW","Calgary","1962","56","Leo Scarcelli","CSCARCLE","","Steven Wong","CWONGST2","","CAL Zone NW"
"1","S","A2114208","Detached","South Calgary","03/20/2024","$1,599,000.00","$1,599,000.00","2,287","2002 31 Avenue SW","Calgary","2010","7","Vivienne Huisman","CFEICKVI","","Vivienne Huisman","CFEICKVI","","CAL Zone CC"
"1","S","A2109297","Detached","Altadore","03/07/2024","$1,495,000.00","$1,595,000.00","2,260","4026 16A Street SW","Calgary","2014","7","Ron Garneau","CGARNERO1","CHOSPEPA","Victor Shilmar","CSHILMVI","CWOULDSU","CAL Zone CC"
"1","S","A2087510","Detached","Killarney/Glengarry","03/07/2024","$1,599,000.00","$1,590,000.00","2,876","2022 29 Street SW","Calgary","2024","127","Lisa Johnson","CJOHNSLI1","","Caroline Bereznicki","CBEREZCA","","CAL Zone CC"
"1","S","A2104855","Detached","Springbank Hill","03/06/2024","$1,645,000.00","$1,580,600.00","4,318","156 Posthill Drive SW","Calgary","2009","27","Seth Allred","CALLRESE","CWESTOCA","Kiaira Chita","CCHITAKI","","CAL Zone W"
"1","S","A2110537","Detached","Springbank Hill","03/09/2024","$1,575,000.00","$1,575,000.00","3,307","20 Fortress Court SW","Calgary","2011","9","Mandy Martin","CMARTIAM","","Mark Wang","CWANGJI","","CAL Zone W"
"1","S","A2107954","Detached","Mount Pleasant","03/01/2024","$1,599,000.00","$1,575,000.00","2,726","522 28 Avenue NW","Calgary","2012","15","Donna Abbott","CABBOTDO","","Jerry Thai","CTHAIJE","","CAL Zone CC"
"1","S","A2095760","Detached","Altadore","03/15/2024","$1,599,000.00","$1,575,000.00","2,247","4024 16A Street SW","Calgary","2014","105","Wendy Morrison","CMORRIWE","","Twila Wilson","CWILSOTW","","CAL Zone CC"
"1","S","A2100578","Detached","West Hillhurst","03/27/2024","$1,550,000.00","$1,560,000.00","2,262","1622 Bowness Road NW","Calgary","2024","73","Lisa Atkins","CATKINLI","","Stephanie Campbell","CCAMPBST","","CAL Zone CC"
"1","S","A2113987","Detached","West Springs","03/19/2024","$1,549,900.00","$1,540,000.00","3,096","71 West Grove Rise SW","Calgary","2016","5","Jonathan Popowich","CPOPOWJO","","Mark Wang","CWANGJI","","CAL Zone W"
"1","S","A2109172","Detached","Springbank Hill","03/21/2024","$1,563,800.00","$1,525,000.00","2,261","3342 77 Street SW","Calgary","2010","28","Ross Pavl","CPAVLYRO","","Non Board Member","CNONMEMB","","CAL Zone W"
"1","S","A2100158","Apartment","Eau Claire","03/25/2024","$1,525,000.00","$1,496,300.00","2,429","690 Princeton Way SW Unit#202","Calgary","2001","78","Lori Russell","CRUSSELO","","Arron Kaura","CKAURAAR","","CAL Zone CC"
"1","S","A2108418","Detached","Aspen Woods","03/04/2024","$1,475,000.00","$1,485,000.00","2,708","103 Aspen Dale Way SW","Calgary","2014","3","Michael Burton","CBURTOMI","","Tina Tolley","CTOLLETI","","CAL Zone W"
"1","S","A2113844","Detached","Shaganappi","03/15/2024","$1,379,900.00","$1,480,000.00","2,303","1731 25 Street SW","Calgary","2004","2","Amie Hautz","CHAUTZAM","","Krista Legue","CLEGUEKR","","CAL Zone CC"
"1","S","A2113414","Detached","Britannia","03/08/2024","$1,475,000.00","$1,475,000.00","2,797","904 Crescent Boulevard SW","Calgary","1955","0","Cory Kien","CKIENCO","","Matt Williams","CWILLIMA3","","CAL Zone CC"
"1","S","A2107043","Semi Detached (Half Duplex)","Altadore","03/24/2024","$1,499,900.00","$1,475,000.00","2,736","2043 47 Avenue SW","Calgary","2024","40","Lisa Johnson","CJOHNSLI1","","Brian Currey","CCURREBR","","CAL Zone CC"
"1","S","A2117047","Row/Townhouse","Rideau Park","03/28/2024","$1,399,900.00","$1,459,900.00","2,081","3203 Rideau Place SW Unit#13","Calgary","1976","6","Donna Rooney","CROONEDO","CCRONIGA2","Kathryn Bogala","CBOGALKA","","CAL Zone CC"
"1","S","A2101224","Detached","Currie Barracks","03/05/2024","$1,599,900.00","$1,450,000.00","3,331","20 Dieppe Drive SW","Calgary","2014","28","Len T. Wong","CWONGLE3","","Jimmy Diep","CDIEPJI","","CAL Zone W"
"1","S","A2117312","Detached","Aspen Woods","03/29/2024","$1,399,900.00","$1,425,000.00","2,746","45 Aspen Vista Road SW","Calgary","2014","2","Jacqueline Thorogood","CTHOROJA","","Ginger Andrews","CANDREGI","","CAL Zone W"
"1","S","A2107336","Detached","Brentwood","03/03/2024","$1,399,000.00","$1,410,000.00","2,115","3378 Breton Close NW","Calgary","1971","11","Sumit Sandhu","CSANDHSU4","CMANGAAM1","Justin Calon","CCALONJU","","CAL Zone NW"
"1","S","A2113991","Detached","West Springs","03/27/2024","$1,450,000.00","$1,400,000.00","3,203","15 West Coach Green SW","Calgary","2009","13","Jonathan Popowich","CPOPOWJO","","Simon D. Hunt","CHUNTSI","","CAL Zone W"
"1","S","A2111086","Detached","Chinook Park","03/04/2024","$1,500,000.00","$1,400,000.00","2,459","7807 Chardie Road SW","Calgary","1960","4","Jemmie Li","CLIJE","CLUKWIMA","Alex Ding","CDINGHA","","CAL Zone S"
"1","S","A2110921","Detached","Altadore","03/04/2024","$1,400,000.00","$1,400,000.00","2,039","2045 43 Avenue SW","Calgary","2023","4","Timothy Green","CGREENTI","CGREENHA","Spencer Stupka","CSTUPKSP","","CAL Zone CC"
"1","S","A2099206","Detached","Legacy","03/05/2024","$1,480,000.00","$1,400,000.00","2,805","263 Legacy Mount SE","Calgary","2019","54","Dallace Pugh","CPUGHDA","","Afaf Jomaa","CJOMAAAF","","CAL Zone S"
"1","S","A2099392","Full Duplex","Glenbrook","03/28/2024","$1,429,900.00","$1,390,000.00","4,813","3340 41 Street SW","Calgary","1987","85","David Hammer","CHAMMEDA","","Afaf Jomaa","CJOMAAAF","","CAL Zone W"
"1","S","A2109629","Detached","Altadore","03/05/2024","$1,400,000.00","$1,385,000.00","2,025","2043 43 Avenue SW","Calgary","2023","11","Timothy Green","CGREENTI","CGREENHA","Non Board Member","CNONMEMB","","CAL Zone CC"
"1","S","A2105236","Detached","Royal Oak","03/28/2024","$1,399,000.00","$1,385,000.00","2,175","170 Royal Oak Point NW","Calgary","2003","48","Brenda Parai","CPARAIBR","CWHYTEKI","Lance Berrington","CBERRILA","","CAL Zone NW"
"1","S","A2105146","Semi Detached (Half Duplex)","Altadore","03/01/2024","$1,389,000.00","$1,384,000.00","2,630","4214 16A Street SW","Calgary","2023","28","Timothy Green","CGREENTI","CGREENHA","Sam Corea","CCOREASA","","CAL Zone CC"
"1","S","A2114384","Detached","Hillhurst","03/18/2024","$1,350,000.00","$1,375,000.00","2,066","1773 8 Avenue NW","Calgary","2002","4","Leigha Pidde","CPIDDELE","CMACINBE","Rebecca Mayhew","CMAYHERE","","CAL Zone CC"
"1","S","A2109222","Detached","Midnapore","03/13/2024","$1,390,000.00","$1,370,000.00","1,651","59 Midvalley Crescent SE","Calgary","1980","21","Tomasz Samborski","CSAMBOTO","","Jerry Thai","CTHAIJE","","CAL Zone S"
"1","S","A2110507","Detached","Springbank Hill","03/28/2024","$1,395,000.00","$1,365,000.00","2,125","274 Springbluff Bay SW","Calgary","2002","6","Rebecca Chamberlain","CCHAMBRE","","Rachel Qin","CQINRA","","CAL Zone W"
"1","S","A2107879","Detached","Kelvin Grove","03/12/2024","$1,439,900.00","$1,365,000.00","2,352","7216 11 Street SW","Calgary","1962","26","Amy Brooks","CBROOKAM","CBROOKEM","Rebecca Chamberlain","CCHAMBRE","","CAL Zone S"
"1","S","A2111409","Detached","Silverado","03/13/2024","$1,375,000.00","$1,350,000.00","2,729","153 Silverado Crest Landing SW","Calgary","2014","12","Gregory Squire","CSQUIRGR","","Mark Lukwinski","CLUKWIMA","","CAL Zone S"
"1","S","A2107704","Detached","Glendale","03/26/2024","$1,448,000.00","$1,350,000.00","2,058","136 Gateway Place SW","Calgary","1960","27","Mark Evernden","CEVERNMA","","Ryan Schumacher","CSCHUMRY","CHAVREJU","CAL Zone W"
"1","S","A2101597","Apartment","Mission","03/14/2024","$1,425,000.00","$1,350,000.00","1,451","135 26 Avenue SW Unit#530","Calgary","2015","59","Anne Clarke-Davidson","CCLARKAN2","","Non Board Member","CNONMEMB","","CAL Zone CC"
"1","S","A2095486","Semi Detached (Half Duplex)","West Hillhurst","03/23/2024","$1,359,900.00","$1,345,000.00","2,401","2015 Westmount Road NW","Calgary","2023","114","Trung Bien","CBIENTR1","","Nick Salmon","CSALMONI2","","CAL Zone CC"
"1","S","A2112443","Detached","Panorama Hills","03/30/2024","$1,350,000.00","$1,320,000.00","3,077","57 Panorama Hills Circle NW","Calgary","1998","16","Justin Havre","CHAVREJU","CDIETZCH","Rosa Quach","CQUACHDI","","CAL Zone N"
"1","S","A2096122","Detached","Mahogany","03/09/2024","$1,350,000.00","$1,316,333.88","3,051","351 Marina Grove SE","Calgary","2024","99","Ron Kerr","CKERRRO","","Jesse Davies","CDAVIEJE","","CAL Zone SE"
"1","S","A2109310","Detached","Varsity","03/13/2024","$1,369,900.00","$1,310,000.00","1,212","3528 Varal Road NW","Calgary","1969","19","Chase Olsen","COLSENCH","","Vanessa Hare","CHAREVA","","CAL Zone NW"
"1","S","A2105343","Detached","Banff Trail","03/05/2024","$1,345,000.00","$1,307,500.00","2,252","2304 25 Avenue NW","Calgary","2023","32","John Malick","CMALICJO","","Julia Yan","CYANJU","","CAL Zone CC"
"1","S","A2114087","Detached","West Hillhurst","03/27/2024","$1,350,000.00","$1,300,000.00","2,207","221 18A Street NW","Calgary","2000","14","Irvin Lange","CLANGEIR","","Josh Nelson","CNELSOJO","","CAL Zone CC"
"1","S","A2111453","Semi Detached (Half Duplex)","Hillhurst","03/06/2024","$1,199,900.00","$1,300,000.00","2,326","1761 8 Avenue NW","Calgary","2016","5","Lucas Ramage","CRAMAGLU","","Beth MacInnis","CMACINBE","","CAL Zone CC"
"1","S","A2110868","Detached","Elbow Park","03/22/2024","$1,350,000.00","$1,295,000.00","2,306","3611 13A Street SW","Calgary","1994","23","Joshua Chow","CCHOWJO1","","Kamil Lalji","CLALJIKA","","CAL Zone CC"
"1","S","A2103485","Detached","Willow Park","03/21/2024","$1,295,000.00","$1,295,000.00","2,520","840 WILLINGDON Boulevard SE","Calgary","1970","6","Simon D. Hunt","CHUNTSI","","Tanya Eklund","CEKLUNTA","CTOPILCO","CAL Zone S"
"1","S","A2109563","Detached","Springbank Hill","03/04/2024","$1,329,000.00","$1,294,000.00","3,150","89 Elkton Way SW","Calgary","2010","11","Simon Choi","CCHOISO","","Michael Montgomery","CMONTGMI","","CAL Zone W"
"1","S","A2109830","Detached","Richmond","03/26/2024","$1,299,000.00","$1,285,000.00","2,278","2535 20 Street SW","Calgary","2024","15","Amit Aurora","CAURORAM","","Kathy Thirsk","CTHIRSKA","","CAL Zone CC"
"1","S","A2101100","Semi Detached (Half Duplex)","Springbank Hill","03/22/2024","$1,295,000.00","$1,285,000.00","1,817","17 ELMONT View SW","Calgary","2009","21","Simon D. Hunt","CHUNTSI","","Susanne Harvey","CHARVESU","","CAL Zone W"
"1","S","A2117012","Detached","West Springs","03/28/2024","$1,299,900.00","$1,283,000.00","2,412","5 Westmore Place SW","Calgary","2013","6","Afaf Jomaa","CJOMAAAF","","Chris Adam","CADAMCH","","CAL Zone W"
"1","S","A2114159","Detached","Springbank Hill","03/16/2024","$1,200,000.00","$1,280,000.00","2,536","7839 Springbank Way SW","Calgary","2000","1","Len T. Wong","CWONGLE3","","Helen West","CWESTHE","","CAL Zone W"
"1","S","A2106990","Detached","Auburn Bay","03/22/2024","$1,275,000.00","$1,280,000.00","2,848","173 Auburn Shores Landing SE","Calgary","2012","22","Lesley Halcro","CHALCRLE","","David Brown","CBROWNDA8","","CAL Zone SE"
"1","S","A2117199","Detached","Evanston","03/30/2024","$1,275,888.00","$1,275,888.88","2,938","173 Evansridge View NW","Calgary","2014","7","Marifel Pamintuan","CPAMINMA","","Maricel McDonald","CMCDONMA4","","CAL Zone N"
"1","S","A2111457","Detached","Capitol Hill","03/13/2024","$1,249,900.00","$1,273,300.00","2,418","1724 18 Avenue NW","Calgary","2024","12","Tony Irshad","CIRSHAAB","","Tony Irshad","CIRSHAAB","","CAL Zone CC"
"1","S","A2117928","Detached","Spruce Cliff","03/26/2024","$1,275,000.00","$1,270,000.00","2,310","3515 7 Avenue SW","Calgary","2023","0","Jordan Lotoski","CLOTOSJO","","Heather Waddell","CWADDEHE","","CAL Zone W"
"1","S","A2100526","Detached","Mahogany","03/11/2024","$1,269,900.00","$1,269,900.00","3,114","321 Marina Grove SE","Calgary","2023","62","Jeff Jackson","CAJACKSJE","","Non Board Member","CNONMEMB","","CAL Zone SE"
"1","S","A2116561","Detached","Springbank Hill","03/22/2024","$1,199,900.00","$1,265,000.00","2,627","133 St Moritz Place SW","Calgary","2006","2","Donna Rooney","CROONEDO","CCRONIGA2","Christine Tulk","CTULKCH","CHAVREJU","CAL Zone W"
"1","S","A2106218","Detached","Mahogany","03/19/2024","$1,299,900.00","$1,265,000.00","2,930","35 Mahogany Cape SE","Calgary","2018","41","David Magnan","CMAGNADA","CLEFEBCL","Aimee Manser","CMANSEAI","","CAL Zone SE"
"1","S","A2101339","Detached","Currie Barracks","03/22/2024","$1,299,900.00","$1,265,000.00","2,713","92 Beny-Sur-Mer Road SW","Calgary","2011","63","Tanya Eklund","CEKLUNTA","","Barbara Chapman","CCHAPMBA","","CAL Zone W"
"1","S","A2101568","Detached","Cambrian Heights","03/05/2024","$1,325,000.00","$1,255,000.00","2,439","23 Cambridge Place NW","Calgary","1957","50","Manny Aldea","CALDEAMA","","Shauna Allen","CALLENSH1","CMOLINTA","CAL Zone CC"
"1","S","A2112789","Detached","Varsity","03/28/2024","$1,249,900.00","$1,254,900.00","3,098","313 Varsity Estates Terrace NW","Calgary","1987","21","Saju Varghese","CVARGHSA","","Bruce Miller","CMILLEJE","","CAL Zone NW"
"1","S","A2102235","Detached","Spruce Cliff","03/15/2024","$1,250,000.00","$1,250,000.00","2,274","5 Spruce Bank Crescent SW","Calgary","1956","37","Gareth Hughes","CHUGHEGA","","Jennifer Schwartz","CSCHWAJE","","CAL Zone W"
"1","S","A2103857","Detached","West Springs","03/12/2024","$1,249,800.00","$1,249,800.00","2,560","65 West Point Close SW","Calgary","2014","41","Mark Evernden","CEVERNMA","","Liz Wong","CWONGEL2","","CAL Zone W"
"1","S","A2112598","Detached","Aspen Woods","03/15/2024","$1,268,888.00","$1,245,888.00","2,851","15 Aspen Meadows Green SW","Calgary","2006","8","Ross Pavl","CPAVLYRO","","Grace Chen","CCHENGU","","CAL Zone W"
"1","S","A2115083","Detached","Hillhurst","03/18/2024","$1,150,000.00","$1,245,000.00","2,007","623 16 Street NW","Calgary","2011","0","Lucas Ramage","CRAMAGLU","","Sarah Murray","CMURRASA3","","CAL Zone CC"
"1","S","A2102370","Detached","West Hillhurst","03/25/2024","$1,269,000.00","$1,245,000.00","2,043","2310 Bowness Road NW","Calgary","2023","67","Lisa Johnson","CJOHNSLI1","","Brent Livingstone","CLIVINBR","","CAL Zone CC"
"1","S","A2111942","Detached","Springbank Hill","03/05/2024","$1,100,000.00","$1,230,000.00","2,562","14 Springborough Crescent SW","Calgary","2004","2","Richard Kim","CKIMRI","","Zhi De Jiang","CJIANGZH1","","CAL Zone W"
"1","S","A2101376","Semi Detached (Half Duplex)","Altadore","03/04/2024","$1,200,000.00","$1,230,000.00","2,571","1746 49 Avenue SW","Calgary","2023","52","Timothy Green","CGREENTI","CGREENHA","Conor Elder","CELDERCO","","CAL Zone CC"
"1","S","A2109305","Detached","Parkdale","03/18/2024","$1,249,900.00","$1,229,800.00","2,006","2909 4 Avenue NW","Calgary","2024","25","Tony Irshad","CIRSHAAB","","Andrea Wilton-Clark","CWILTOAN","","CAL Zone CC"
"1","S","A2107559","Detached","West Springs","03/12/2024","$1,150,000.00","$1,225,000.00","2,727","94 West Coach Way SW","Calgary","2009","5","Brenda Parai","CPARAIBR","CWHYTEKI","Joy Peacock","CCRAWFJO2","","CAL Zone W"
"1","S","A2105322","Detached","University Heights","03/06/2024","$1,199,900.00","$1,225,000.00","2,586","2312 Uxbridge Drive NW","Calgary","1965","33","Tanya Eklund","CEKLUNTA","","Michael Freiter","CFREITMI","","CAL Zone NW"
"1","S","A2103134","Detached","Rocky Ridge","03/08/2024","$1,249,999.99","$1,222,000.00","2,727","47 ROCKCLIFF Landing NW","Calgary","2006","28","Simon D. Hunt","CHUNTSI","","Enam Hoque","CHOQUEMO","","CAL Zone NW"
"1","S","A2111289","Detached","Shaganappi","03/19/2024","$1,249,900.00","$1,215,000.00","2,350","1407 31 Street SW","Calgary","2023","19","Lisa Johnson","CJOHNSLI1","","Lily Chow","CCHOWLI","","CAL Zone CC"
"1","S","A2085112","Detached","Legacy","03/06/2024","$1,289,900.00","$1,214,900.00","3,463","14 Legacy Woods Crescent SE","Calgary","2023","155","Karen Hudson","CHUDSOKA","CHUDSOSA","Non Board Member","CNONMEMB","","CAL Zone S"
"1","S","A2115563","Detached","Renfrew","03/27/2024","$1,200,000.00","$1,210,000.00","2,163","438 11 Avenue NE","Calgary","2008","6","Krista Legue","CLEGUEKR","","Ted Greenhough","CGREENTE","","CAL Zone CC"
"1","S","A2106739","Detached","Tuscany","03/03/2024","$1,300,000.00","$1,210,000.00","2,960","149 Tusslewood Heights NW","Calgary","2002","17","Dusko Sremac","CSREMADU","CLOBASSL","Brad Willson","CWILLSBR","","CAL Zone NW"
"1","S","A2111905","Detached","Hamptons","03/04/2024","$1,250,000.00","$1,208,888.00","2,659","195 Hamptons Terrace NW","Calgary","1997","0","Kirby Cox","CCOXKI","","Li Guo","CGUOLI2","","CAL Zone NW"
"1","S","A2104714","Detached","Rocky Ridge","03/04/2024","$1,258,000.00","$1,205,000.00","2,646","16 Rock Lake Heights NW","Calgary","2016","32","James Yang","CYANGJA1","","Susan Gronberg","CGRONBSU","","CAL Zone NW"
