"#","St","MLS® #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","Address","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"1","S","A2099066","Detached","Canyon Meadows","01/31/2024","$698,800.00","$750,000.00","1,285","935 124 Avenue SW","Calgary","1973","7","Steve Howes","CHOWESST","CMAYDO","Lily Chow","CCHOWLI","","CAL Zone S"
"1","S","A2097734","Detached","Diamond Cove","01/25/2024","$750,000.00","$750,000.00","2,002","127 Diamond Court SE","Calgary","1992","43","Odell Ramcharan","CRAMCHOD","CHUNTEJA1","Jun Yan Mo","CMOJU","","CAL Zone S"
"1","S","A2097461","Detached","Banff Trail","01/29/2024","$950,000.00","$750,000.00","1,983","2025 24 Avenue NW","Calgary","1977","48","Kyle Stone","CSTONEKY","","Jeff Pilon","CPILONJE","","CAL Zone CC"
"1","S","A2095828","Apartment","Mission","01/25/2024","$775,000.00","$750,000.00","1,479","330 26 Avenue SW Unit#1101","Calgary","1977","57","Jake McIntyre","CMCINTJA1","","Alisha Whitehead","CWHITEAL2","","CAL Zone CC"
"1","S","A2095093","Detached","Coral Springs","01/12/2024","$759,000.00","$750,000.00","2,211","610 Coral Springs Boulevard NE","Calgary","1999","48","Sukh Brar","CBRARSU1","","Ravinder Singh","CSINGHRA5","","CAL Zone NE"
"1","S","A2091147","Detached","Evergreen","01/26/2024","$769,800.00","$750,000.00","2,312","279 Everglade Circle SW","Calgary","2007","85","Olena Sobkovych","CSOBKOOL","","Heng Dong","CDONGHE","","CAL Zone S"
"1","S","A2100069","Detached","Carrington","01/30/2024","$749,998.00","$749,998.00","2,308","44 Carringham Gate NW","Calgary","2022","25","Angel Godson-Onumejor","CGODSOAN","","Christian Okoebor Josuae","COKOEBCH","","CAL Zone N"
"1","S","A2098529","Detached","Livingston","01/06/2024","$749,900.00","$749,900.00","2,228","189 Calhoun Crescent NE","Calgary","2023","16","Rick Qi","CQIRI","","Dallas Schumaker","CSCHUMDA","CBILYKMA","CAL Zone N"
"1","S","A2078085","Detached","Walden","01/20/2024","$749,900.00","$749,900.00","2,081","242 Walcrest View SE","Calgary","2023","139","Ronald Jobbagy","CJOBBARO","CSTEPHMA","Non Board Member","CNONMEMB","","CAL Zone S"
"1","S","A2102627","Detached","Evanston","01/31/2024","$749,990.00","$749,500.00","1,933","26 Evansfield Park NW","Calgary","2013","7","Xing Wan","CWANXI","CXIONGDO","Jennifer Yeung","CYEUNGJE1","","CAL Zone N"
"1","S","A2077901","Detached","Nolan Hill","01/15/2024","$772,900.00","$749,500.00","1,988","104 Nolanfield Way NW","Calgary","2014","71","Ravinder Saini","CSAINIRA1","CDHINDMA","Zahid Malik","CMALIKZA","","CAL Zone N"
"1","S","A2086729","Detached","Tuscany","01/05/2024","$749,900.00","$748,000.00","2,263","69 Tusslewood Drive NW","Calgary","2004","83","Adnan Ali Assaf","CASSAFAD1","","Zoe Saraceni","CGAUTHZO","","CAL Zone NW"
"1","S","A2099079","Detached","Christie Park","01/27/2024","$750,000.00","$745,000.00","2,006","147 Christie Park Hill SW","Calgary","1991","23","Sheldon Zacharias","CZACHASH","","Philip Bamber","CBAMBEPH","","CAL Zone W"
"1","S","A2087919","Detached","Coral Springs","01/26/2024","$769,900.00","$745,000.00","2,303","617 Coral Springs Boulevard NE","Calgary","1999","88","Happe Dhillon","CDHILLHA3","CCHAHARA3","Anoop Dhaliwal","CDHALIAN","","CAL Zone NE"
"1","S","A2099090","Detached","Cedarbrae","01/25/2024","$748,888.00","$743,000.00","1,149","2839 Cedar Ridge Drive SW","Calgary","1973","14","Jason Manarintr","CMANARJA","CLUUDA","Daryl Genereux","CGENERDA","","CAL Zone S"
"1","S","A2101618","Detached","Acadia","01/18/2024","$675,000.00","$742,000.00","1,509","309 Adams Crescent SE","Calgary","1965","3","Big John Peterson","CPETERJO2","","Shane Fisher","CFISHESH","","CAL Zone S"
"1","S","A2095360","Detached","Cityscape","01/07/2024","$715,990.00","$740,990.00","1,879","76 Cityline Heath NE","Calgary","2024","39","Happe Dhillon","CDHILLHA3","CCHAHARA3","Shaminderjeet Samra","CSINGHSH2","","CAL Zone NE"
"1","S","A2102850","Detached","Windsor Park","01/24/2024","$749,900.00","$740,000.00","982","512 54 Avenue SW","Calgary","1959","3","Michael Hearn","CHEARNMI","","Hee Su Kim","CKIMHE1","","CAL Zone CC"
"1","S","A2101847","Detached","Varsity","01/22/2024","$685,500.00","$740,000.00","1,145","4932 Vanguard Road NW","Calgary","1966","3","Ruth Butler","CBUTLERU2","","Aladin Elkadri","CELKADAL","","CAL Zone NW"
"1","S","A2100004","Detached","Legacy","01/12/2024","$759,000.00","$740,000.00","2,115","409 Legacy Circle SE","Calgary","2023","7","Manan Shah","CSHAHMA","","Sam Baker","CBAKERSA","","CAL Zone S"
"1","S","A2099689","Semi Detached (Half Duplex)","Montgomery","01/25/2024","$750,000.00","$740,000.00","1,843","2004 49 Street NW","Calgary","2012","21","Odell Ramcharan","CRAMCHOD","CHUNTEJA1","Flo Volcko","CIBSENFL","","CAL Zone NW"
"1","S","A2098682","Detached","Valley Ridge","01/09/2024","$725,000.00","$740,000.00","2,093","10766 Valley Springs Road NW","Calgary","1997","11","Bryon Howard","CHOWARBR","CARCHIBE","Dorothy Chow","CCHOWDO","","CAL Zone W"
"1","S","A2095331","Detached","Crescent Heights","01/14/2024","$749,900.00","$740,000.00","1,691","326 6 Avenue NE","Calgary","1912","27","Julio Florez","CFLOREJU","","Peter Nieuwesteeg","CNIEUWPE","","CAL Zone CC"
"1","S","A2087514","Detached","Walden","01/19/2024","$764,000.00","$740,000.00","2,025","56 Walden Terrace SE","Calgary","2010","97","Nicole Henson","CHENSONI","","Pankush Gupta","CGUPTAPA","","CAL Zone S"
"1","S","A2086594","Detached","Carrington","01/20/2024","$759,900.00","$740,000.00","2,211","286 Carringsby Way NW","Calgary","2023","100","Jan Graham","CGRAHAJA","CPORTEIA","Litha Thomas","CTHOMALI","","CAL Zone N"
"1","S","A2086280","Detached","Redstone","01/02/2024","$784,786.00","$740,000.00","2,511","26 Redstone Manor NE","Calgary","2014","78","Imtiaz Ahmed","CAHMEDIM","CJIVRAPA","Parin Kelly","CJIVRAPA","","CAL Zone NE"
"1","S","A2081591","Detached","Seton","01/23/2024","$769,000.00","$740,000.00","2,094","13 Setonstone Passage SE","Calgary","2023","126","Jeff Jackson","CAJACKSJE","","Bright Ewhubare","CEWHUBBR","","CAL Zone SE"
"1","S","A2061114","Detached","Pine Creek","01/04/2024","$750,000.00","$740,000.00","2,326","47 Creekside Grove","Calgary","2023","190","Jeff Jackson","CAJACKSJE","","Darshan Sidhu","CSIDHUDA","","CAL Zone S"
"1","S","A2096273","Detached","Walden","01/12/2024","$759,900.00","$739,900.00","2,170","206 Walcrest View SE","Calgary","2023","40","Ronald Jobbagy","CJOBBARO","CJOBBADY","Non Board Member","CNONMEMB","","CAL Zone S"
"1","S","A2097878","Detached","Saddle Ridge","01/29/2024","$769,000.00","$738,500.00","2,072","201 Saddlelake Drive NE","Calgary","2013","46","Baljinder Kang","CKANGBA","","Naib Singh Gehlot","CGEHLONA","","CAL Zone NE"
"1","S","A2096518","Detached","Haysboro","01/20/2024","$749,000.00","$738,500.00","1,005","42 Haddock Road SW","Calgary","1958","44","Kristina Dominguez","CDOMINKR","","Peter Nieuwesteeg","CNIEUWPE","","CAL Zone S"
"1","S","A2101928","Detached","Canyon Meadows","01/19/2024","$749,900.00","$738,000.00","2,379","42 Canova Road SW","Calgary","1973","2","Susan Hetu","CHETUSU","","Jaskaran Singh","CSINGHJA3","","CAL Zone S"
"1","S","A2101905","Detached","Rocky Ridge","01/25/2024","$735,000.00","$738,000.00","2,202","11437 Rockyvalley Drive NW","Calgary","2002","9","Judit Sheikh","CSHEIKJU","","Gloria Sun","CSUNWE","","CAL Zone NW"
"1","S","A2094359","Detached","Cityscape","01/10/2024","$804,990.00","$737,000.00","2,524","160 Cityline Square NE","Calgary","2023","50","Raman Chahal","CCHAHARA3","CDHILLHA3","Imtiaz Ahmed","CAHMEDIM","","CAL Zone NE"
"1","S","A2099000","Semi Detached (Half Duplex)","Silverado","01/24/2024","$745,599.00","$735,042.00","1,169","20 Silverado Crest Park SW Unit#214","Calgary","2023","7","Dusko Sremac","CSREMADU","CGALWASE","Non Board Member","CNONMEMB","","CAL Zone S"
"1","S","A2102508","Detached","Meadowlark Park","01/29/2024","$699,000.00","$735,000.00","1,178","31 Mayfair Road SW","Calgary","1955","6","Sharon Cragg","CCRAGGSH","","Christopher Birchard","CBIRCHCH","","CAL Zone CC"
"1","S","A2102328","Detached","Panorama Hills","01/23/2024","$699,900.00","$735,000.00","2,143","109 Panora Road NW","Calgary","2012","4","Jessica Chan","CCHANJE1","","Royce Li","CLIRO1","CLAURI","CAL Zone N"
"1","S","A2101730","Detached","Dalhousie","01/23/2024","$689,500.00","$735,000.00","1,463","4508 Dalhart Road NW","Calgary","1970","4","Ron Lockhart","CLOCKHRO","","Behzad Rezaeifar","CREZAEBE","","CAL Zone NW"
"1","S","A2101586","Detached","Crescent Heights","01/27/2024","$719,000.00","$735,000.00","808","230 9 Avenue NE","Calgary","1913","12","Richard Palibroda","CPALIBRI","","Lynda Holloway-Kisil","CKISILLY","","CAL Zone CC"
"1","S","A2099649","Semi Detached (Half Duplex)","Killarney/Glengarry","01/08/2024","$739,000.00","$735,000.00","1,840","3037 27 Street SW","Calgary","2005","3","Ruth Alexander","CALEXAMA","","Terri Champagne","CCHAMPTE1","","CAL Zone CC"
"1","S","A2093656","Detached","Windsor Park","01/16/2024","$745,000.00","$735,000.00","1,066","5415 5 Street SW","Calgary","1959","61","Travis Vanderveen","CVANDETR","","Matthew Forbell","CFORBEMA","","CAL Zone CC"
"1","S","A2093213","Detached","Rocky Ridge","01/07/2024","$735,000.00","$735,000.00","1,895","324 Rocky Ridge Close NW","Calgary","1999","54","Asif Vasti","CVASTIAS","","Pablo Oseguera Christlieb","COSEGUPA","CHAVREJU","CAL Zone NW"
"1","S","A2086475","Detached","Shaganappi","01/03/2024","$749,900.00","$735,000.00","1,075","1424 28 Street SW","Calgary","1957","85","Ken Richter","CRICHTKE","","Ariell Arevalo","CAREVAAR","","CAL Zone CC"
"1","S","A2088620","Detached","Pine Creek","01/31/2024","$738,900.00","$733,900.00","2,363","210 Creekstone Path SW","Calgary","2023","100","Jeff Jackson","CAJACKSJE","","Erik Thorson","CTHORSER","","CAL Zone S"
"1","S","A2076028","Detached","Cityscape","01/10/2024","$742,990.00","$733,500.00","2,435","68 Cityline Point NE","Calgary","2023","135","Happe Dhillon","CDHILLHA3","CCHAHARA3","Amit Sehdev","CSEHDEAM","","CAL Zone NE"
"1","S","A2103187","Detached","Hamptons","01/26/2024","$689,000.00","$733,000.00","1,847","130 Hamptons Heath NW","Calgary","1993","2","Craig Durkovich","CDURKOCR","","Mai Giang","CGIANGMA","","CAL Zone NW"
"1","S","A2098180","Detached","Willow Park","01/04/2024","$734,900.00","$732,900.00","1,357","340 Willow Park Drive SE","Calgary","1965","8","Cheryl Donnelly","CDONNECH","","Michael Gauthier","CGAUTHMI","","CAL Zone S"
"1","S","A2093741","Semi Detached (Half Duplex)","Killarney/Glengarry","01/31/2024","$760,000.00","$732,400.00","1,737","2018 37 Street SW","Calgary","2012","76","David Frid","CFRIDDA","cpowelda1","Kevin Huynh","CHUYNHQU","","CAL Zone CC"
"1","S","A2095076","Detached","New Brighton","01/06/2024","$729,900.00","$732,000.00","2,258","191 New Brighton Drive SE","Calgary","2007","38","Aqeel Khan","CKHANAQ","","Muhammad Akmal","CAKMALMU","","CAL Zone SE"
"1","S","A2100041","Detached","Somerset","01/22/2024","$674,900.00","$731,000.00","1,963","936 Somerset Drive SW","Calgary","1997","4","Michael Ferianec","CFERIAMI","","Allen Tian","CTIANJU","","CAL Zone S"
"1","S","A2102449","Detached","McKenzie Towne","01/27/2024","$679,900.00","$730,000.00","2,556","15 Prestwick Parade SE","Calgary","2005","9","Claude Cote","CCOTECL2","","Amy Settle","CSETTLAM","","CAL Zone SE"
"1","S","A2100771","Detached","Silver Springs","01/22/2024","$729,900.00","$730,000.00","1,213","303 Silver Springs Rise NW","Calgary","1975","11","Danny James","CJAMESDA","CKONCH","Cam Naghshineh","CNAGHSCA","","CAL Zone NW"
"1","S","A2096043","Detached","Charleswood","01/19/2024","$750,000.00","$730,000.00","1,154","4519 Charleswood Drive NW","Calgary","1962","49","Justin Havre","CHAVREJU","CPRACHKE","Garm Kang","CKANGGU","","CAL Zone NW"
"1","S","A2099268","Detached","Braeside","01/19/2024","$729,900.00","$729,000.00","1,113","56 Bracebridge Crescent SW","Calgary","1966","17","Naib Singh Gehlot","CGEHLONA","","Jesse Davies","CDAVIEJE","","CAL Zone S"
"1","S","A2102428","Detached","Tuscany","01/29/2024","$675,000.00","$728,000.00","1,704","823 Tuscany Drive NW","Calgary","2000","4","Justin Havre","CHAVREJU","CMARKLKE","Barbra Benini","CBENINBA","","CAL Zone NW"
"1","S","A2101825","Apartment","Bridgeland/Riverside","01/21/2024","$724,900.00","$727,500.00","1,226","88 9 Street NE Unit#102","Calgary","2019","2","Bryan Herman","CHERMABR1","","Shaun Sweetnam","CSWEETSH","CPOPOWJO","CAL Zone CC"
"1","S","A2100193","Row/Townhouse","Edgemont","01/25/2024","$699,900.00","$727,500.00","1,416","38 Edgeland Close NW","Calgary","1988","6","Kirby Cox","CCOXKI","","Adil Thobani","CTHOBAAD","","CAL Zone NW"
"1","S","A2101028","Detached","Saddle Ridge","01/23/2024","$729,900.00","$727,000.00","1,884","4838 87 Avenue NE","Calgary","2023","13","Waras Dhaliwal","CDHALIWA","CBASRAGU","Manjeet Deol","CDEOLMA","","CAL Zone NE"
"1","S","A2103863","Detached","Kincora","01/29/2024","$734,900.00","$725,000.00","1,997","234 Kincora Bay NW","Calgary","2004","3","Russell Wallace","CWALLARU","","Mark Faheem","CFAHEEAM","","CAL Zone N"
"1","S","A2101452","Detached","Lakeview","01/17/2024","$674,900.00","$725,000.00","1,232","5616 lodge Crescent SW","Calgary","1965","4","Waleed Idriess","CIDRIEWA","","Kristine Hart","CHARTKR","","CAL Zone W"
"1","S","A2101184","Detached","Glendale","01/27/2024","$734,900.00","$725,000.00","1,109","64 Gateway Drive SW","Calgary","1958","12","Jill Conroy","CCONROJI","CLESLIWA","Michael McCafferty","CMCCAFMI","","CAL Zone W"
"1","S","A2099896","Detached","New Brighton","01/16/2024","$739,900.00","$725,000.00","2,033","39 Brightondale Bay","Calgary","2002","11","Jessie Ban","CBANJE","","Adev Ahluwalia","CAHLUWAD","","CAL Zone SE"
"1","S","A2099051","Detached","Evergreen","01/12/2024","$725,000.00","$725,000.00","2,118","139 Everbrook Drive SW","Calgary","2010","1","Chantel Gogowich","CGOGOWCH","","Chris Dushinski","CDUSHICH","","CAL Zone S"
"1","S","A2098490","Detached","Homestead","01/30/2024","$749,000.00","$725,000.00","2,320","140 Homestead Grove NE","Calgary","2022","40","Gurjit Birring","CBIRRIGU","","Gurjit Birring","CBIRRIGU","","CAL Zone NE"
"1","S","A2081197","Detached","Cornerstone","01/23/2024","$755,000.00","$725,000.00","2,270","128 Cornerbrook Road NE","Calgary","2023","120","Jeff Jackson","CAJACKSJE","","Andy Bhalla","CBHALLAN","","CAL Zone NE"
"1","S","A2093209","Semi Detached (Half Duplex)","Christie Park","01/28/2024","$769,800.00","$722,500.00","1,211","99 Christie Point SW Unit#29","Calgary","1996","71","Anne Clarke-Davidson","CCLARKAN2","","Non Board Member","CNONMEMB","","CAL Zone W"
"1","S","A2098842","Detached","Mahogany","01/20/2024","$729,000.00","$721,500.00","1,749","345 Masters Avenue SE","Calgary","2023","24","Harry Sood","CSOODHA","CSOODSH","Harry Sood","CSOODHA","CSOODSH","CAL Zone SE"
"1","S","A2101058","Detached","Tuscany","01/10/2024","$760,000.00","$721,000.00","1,478","178 Tuscarora Circle NW","Calgary","1996","0","Yvette Ramos","CRAMOSYV","","Dave Lewis","CLEWISDA","","CAL Zone NW"
"1","S","A2102740","Detached","Glenbrook","01/22/2024","$719,000.00","$720,000.00","1,068","3711 41 Street SW","Calgary","1959","3","Ali Abdalla","CABDALAL1","","Trung Bien","CBIENTR1","","CAL Zone W"
"1","S","A2088300","Detached","Springbank Hill","01/04/2024","$724,800.00","$720,000.00","1,953","7940 Springbank Boulevard SW","Calgary","2000","77","Rylan Hoffman","CHOFFMRY","CLIMI","Ian Pangilinan","CPANGIRI","","CAL Zone W"
"1","S","A2069006","Detached","Coral Springs","01/09/2024","$769,000.00","$720,000.00","2,027","157 Coral Springs Park NE","Calgary","1999","166","Arvind Sharma","CSHARMAR","","Arvind Sharma","CSHARMAR","","CAL Zone NE"
"1","S","A2093624","Detached","Alpine Park","01/17/2024","$719,900.00","$719,900.00","2,127","70 Verity Landing SW","Calgary","2023","62","Jeff Jackson","CAJACKSJE","","Raymond Chan","CCHANRA2","","CAL Zone S"
"1","S","A2097974","Row/Townhouse","Altadore","01/23/2024","$719,000.00","$719,000.00","1,417","1640 Acton Avenue SW","Calgary","2014","12","Jesse Davies","CDAVIEJE","","Patti Reid","CREIDPA","","CAL Zone CC"
"1","S","A2097366","Detached","Sandstone Valley","01/12/2024","$749,000.00","$718,000.00","2,063","112 Santana Court NW","Calgary","1986","33","Joanna Dam","CDAMJO1","CDAMPE","Shamsul Rahmani","CRAHMASH","","CAL Zone N"
"1","S","A2095826","Detached","Walden","01/05/2024","$739,900.00","$717,500.00","2,289","145 Walden Rise SE","Calgary","2014","35","Alexandria Stewart","CSTEWAAL1","CLAPRAMI","Preet Chawla","CCHAWLPR","","CAL Zone S"
"1","S","A2100438","Detached","Hidden Valley","01/24/2024","$684,900.00","$717,000.00","1,883","96 Hidden Ridge Close NW","Calgary","1996","14","Robyn Moser","CMOSERRO","CTARANAN","Abhijeet Singh","CSINGHAB","CCHHABSA","CAL Zone N"
"1","S","A2083889","Detached","Ranchlands","01/05/2024","$724,900.00","$717,000.00","1,774","989 Ranchview Crescent NW","Calgary","1977","97","Bob Damji","CDAMJIME","CSINGHBH2","Rahman Damji","CDAMJIRA1","CDAMJIME","CAL Zone NW"
"1","S","A2102116","Detached","Nolan Hill","01/27/2024","$718,888.00","$716,888.00","1,918","216 Nolancliff Crescent NW","Calgary","2016","10","Laura Schewchenko","CSCHEWLA","","Jun Ho Lee","CLEEJU1","","CAL Zone N"
"1","S","A2091816","Detached","Collingwood","01/11/2024","$720,000.00","$716,200.00","1,196","18 Collingwood Place NW","Calgary","1959","65","Pavan Kaushal","CKAUSHPA","CKAUSHCA","Eddie Li","CLIED","","CAL Zone NW"
"1","S","A2103988","Detached","Rocky Ridge","01/29/2024","$685,000.00","$715,000.00","1,864","10478 Rockyledge Street NW","Calgary","2002","3","Stacie Mori","CMORIST","","Deepak Mahna","CMAHNADE","","CAL Zone NW"
"1","S","A2101582","Detached","Sundance","01/31/2024","$698,900.00","$715,000.00","2,228","103 Sundown Close SE","Calgary","1990","13","Dave Bryant","CBRYANDA2","","Natalia Cennon","CCENNONA","","CAL Zone S"
"1","S","A2101422","Detached","Mount Pleasant","01/22/2024","$720,000.00","$715,000.00","793","447 31 Avenue NW","Calgary","1949","10","Emma Zhang","CZHANGYA","","Punam Basra","CGREWAPU","","CAL Zone CC"
"1","S","A2100992","Detached","Evergreen","01/26/2024","$675,000.00","$715,000.00","2,122","235 Everwillow Close SW","Calgary","2002","11","Wendy Kelman","CKELMAWE","","Kyle Cessford","CCESSFKY","","CAL Zone S"
"1","S","A2100892","Detached","McKenzie Towne","01/25/2024","$699,900.00","$715,000.00","2,075","81 Elgin Meadows Circle SE","Calgary","2009","14","Odell Ramcharan","CRAMCHOD","CHUNTEJA1","Randy Gallant","CGALLARA1","","CAL Zone SE"
"1","S","A2100391","Detached","Cougar Ridge","01/15/2024","$699,900.00","$715,000.00","2,118","39 Cougarstone Way SW","Calgary","2003","5","Jeffrey Hubert","CHUBERJE","","Amy Du","CDUYA","","CAL Zone W"
"1","S","A2099971","Detached","Tuxedo Park","01/26/2024","$729,900.00","$715,000.00","856","206 23 Avenue NE","Calgary","1949","21","Gary Basra","CBASRAGU","","Arjit Brar","CBRARAR","","CAL Zone CC"
"1","S","A2099210","Detached","Arbour Lake","01/12/2024","$697,900.00","$715,000.00","1,842","59 Arbour Lake Drive NW","Calgary","1994","7","Linda James","CJAMESLI","","Maksym Sakson","CSAKSOMA","","CAL Zone NW"
"1","S","A2097927","Detached","Seton","01/16/2024","$725,000.00","$715,000.00","2,105","122 Seton Manor SE","Calgary","2019","33","Alexandria Stewart","CSTEWAAL1","CLAPRAMI","Lynn Brunton","CBRUNTLY","","CAL Zone SE"
"1","S","A2097817","Detached","Saddle Ridge","01/16/2024","$719,000.00","$715,000.00","2,096","105 Saddlebrook Circle NE","Calgary","2009","33","Abid Rasheed","CRASHEAB","","Rafiq Shaikh","CSHAIKRA","","CAL Zone NE"
"1","S","A2096240","Detached","Cougar Ridge","01/16/2024","$729,900.00","$715,000.00","1,790","125 Cougar Plateau Mews SW","Calgary","2004","44","Gordon Walker","CWALKEGO","","Gordon Walker","CWALKEGO","","CAL Zone W"
"1","S","A2095180","Detached","Walden","01/20/2024","$729,900.00","$715,000.00","2,004","288 Walcrest Way SE","Calgary","2023","50","Oliver Trutina","CTRUTIOL","","Varun Dhingra","CDHINGVA","","CAL Zone S"
"1","S","A2091951","Detached","Rocky Ridge","01/16/2024","$729,900.00","$715,000.00","1,783","110 Rocky Ridge Green NW","Calgary","1999","70","David Brown","CBROWNDA8","","Michael Smith","CSMITHMI","","CAL Zone NW"
"1","S","A2098169","Detached","North Glenmore Park","01/26/2024","$739,000.00","$714,000.00","968","2424 58 Avenue SW","Calgary","1963","30","Brandan Lester","CLESTEBR","","Natalie Scollard","CSCOLLNA","","CAL Zone W"
"1","S","A2092995","Detached","Signal Hill","01/18/2024","$759,900.00","$713,500.00","2,010","129 Simcoe Circle SW","Calgary","2001","67","Rick Qi","CQIRI","","Gordon Chow","CCHOWKI","","CAL Zone W"
"1","S","A2094709","Detached","Redstone","01/02/2024","$739,900.00","$711,000.00","2,061","29 Redstone Manor NE","Calgary","2012","41","Gaurav Gaurav","CGAURAGA","","Gaurav Gaurav","CGAURAGA","","CAL Zone NE"
"1","S","A2098830","Detached","Garrison Woods","01/15/2024","$679,000.00","$710,000.00","1,153","2110 47 Avenue SW","Calgary","1999","4","John McNeill","CMCNEIJO","","John McNeill","CMCNEIJO","","CAL Zone CC"
"1","S","A2022143","Detached","Cranston","01/28/2024","$699,000.00","$710,000.00","2,175","15 Cranleigh Link SE","Calgary","2006","361","Arshdeep Deol","CDEOLAR","","Ryan Kelly","CKELLYRY","","CAL Zone SE"
"1","S","A2098615","Detached","Livingston","01/05/2024","$714,900.00","$707,000.00","1,909","202 Lucas Terrace NW","Calgary","2022","9","Raman Chahal","CCHAHARA3","CDHILLHA3","Preeti Pawar","CPAWARPR","","CAL Zone N"
"1","S","A2098335","Detached","Haysboro","01/04/2024","$649,900.00","$706,000.00","1,167","145 Hanover Road SW","Calgary","1961","6","Jeff Ackerman","CACKERJE","","Ray Riley","CRILEYRA","","CAL Zone S"
"1","S","A2103553","Detached","Collingwood","01/31/2024","$724,900.00","$705,000.00","1,188","29 Collingwood Place NW","Calgary","1959","5","Steve Zacher","CZACHEST","","Steve Zacher","CZACHEST","","CAL Zone NW"
"1","S","A2102450","Detached","Panorama Hills","01/23/2024","$699,900.00","$705,000.00","1,774","226 PANAMOUNT Hill NW","Calgary","2001","4","Mark Wang","CWANGJI","","Emily Liu","CLIUGU","","CAL Zone N"
"1","S","A2101607","Detached","Saddle Ridge","01/20/2024","$705,000.00","$705,000.00","1,794","183 Saddleback Road NE","Calgary","2000","6","Samar Parmar","CPARMASA1","","Member of Public","CAPUBLIC","","CAL Zone NE"
"1","S","A2103008","Row/Townhouse","West Springs","01/31/2024","$698,000.00","$700,500.00","2,032","9025 Wentworth Avenue SW","Calgary","2007","9","Robert Walker","CWALKERO1","","Brian Selders","CSELDEBR","","CAL Zone W"
"1","S","A2103345","Detached","Edgemont","01/29/2024","$600,000.00","$700,000.00","1,507","169 Edgehill Drive NW","Calgary","1980","4","Melissa Kost","CKOSTME1","","Xiao Xia Li","CLISU","","CAL Zone NW"
"1","S","A2102467","Row/Townhouse","Erlton","01/29/2024","$725,000.00","$700,000.00","1,705","54 34 Avenue SW","Calgary","2014","9","Doug MacCallum","CMACCADO","","Lesley Halcro","CHALCRLE","","CAL Zone CC"
"1","S","A2102322","Detached","Scenic Acres","01/22/2024","$599,900.00","$700,000.00","1,940","168 Scanlon Green NW","Calgary","1990","3","Rod Burriss","CBURRIRO1","","Kai Liu","CLIUKA","","CAL Zone NW"
"1","S","A2098544","Detached","Sundance","01/04/2024","$699,900.00","$700,000.00","2,194","416 Sunmills Drive SE","Calgary","1989","13","Karen Keveryga","CKEVERKA","CKEVERBA","Shuo Zhang","CZHANGSH2","","CAL Zone S"
"1","S","A2096863","Detached","Tuxedo Park","01/08/2024","$710,000.00","$700,000.00","2,249","209 32 Avenue NE","Calgary","2016","32","Ed Deprato","CDEPRAED","","Shahid Khan","CKHANSH7","","CAL Zone CC"
"1","S","A2094718","Detached","Charleswood","01/29/2024","$699,900.00","$700,000.00","1,352","2716 Crawford Road NW","Calgary","1963","66","Danny Wai","CWAIDA","","Linda James","CJAMESLI","","CAL Zone NW"
"1","S","A2093021","Detached","North Glenmore Park","01/04/2024","$749,900.00","$700,000.00","1,060","2035 55 Avenue SW","Calgary","1948","48","Jeff Stephenson","CSTEPHJE","CDEANTO","Gulraj Sidhu","CSIDHUGU5","","CAL Zone W"
"1","S","A2092575","Detached","Sunnyside","01/23/2024","$725,000.00","$700,000.00","1,163","915 3 Avenue NW","Calgary","1912","75","Darya Pfund","CAPFUNDDA","","Matthew Mai","CMAIXU","","CAL Zone CC"
"1","S","A2089455","Detached","Pine Creek","01/04/2024","$709,900.00","$699,900.00","2,313","134 Creekstone Path SW","Calgary","2023","66","Jeff Jackson","CAJACKSJE","","Ram Vennam","CVENNASR","","CAL Zone S"
"1","S","A2081035","Detached","Alpine Park","01/17/2024","$699,900.00","$699,900.00","1,812","15057 37 Street SW","Calgary","2023","123","Al Bonneville","CBONNEAL","CJAMIECH","Non Board Member","CNONMEMB","","CAL Zone S"
"1","S","A2082707","Semi Detached (Half Duplex)","Rocky Ridge","01/05/2024","$708,900.00","$697,800.00","1,416","116 Rocky Ridge Villas NW","Calgary","1998","105","Tammy MacDonald","CMACDOTA","","Tammy MacDonald","CMACDOTA","","CAL Zone NW"
"1","S","A2099398","Detached","Cornerstone","01/19/2024","$699,000.00","$695,000.00","1,747","434 Corner Meadows Way NE","Calgary","2022","15","Parmeet Boparai","CBOPARPA","CMATTASU1","Tushar Sharma","CSHARMATU","","CAL Zone NE"
"1","S","A2098819","Semi Detached (Half Duplex)","Hillhurst","01/16/2024","$699,900.00","$695,000.00","1,509","603 15th Street NW","Calgary","1986","13","Lindsay Walker","CWALKELI1","","Natasha Miglecz","CMIGLENA","","CAL Zone CC"
"1","S","A2097435","Detached","Cornerstone","01/10/2024","$699,000.00","$695,000.00","1,908","639 Cornerstone Drive NE","Calgary","2021","30","Monit Kaushal","CKAUSHMO","CKAUSHSA1","Arun Kaushal","CKAUSHAR","","CAL Zone NE"
"1","S","A2098697","Detached","Rangeview","01/30/2024","$699,990.00","$693,500.00","1,858","163 Mallard Grove SE","Calgary","2023","23","Michael Hassel","CHASSEMI","","Sergey Korostensky","CKOROSSE","CKOROSMA","CAL Zone SE"
