"#","St","MLS® #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","Address","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"1","S","A2093961","Detached","Lakeview","01/18/2024","$4,999,999.00","$5,200,000.00","4,466","6918 Legare Drive SW","Calgary","2023","56","Vivienne Huisman","CFEICKVI","","Kathy Thirsk","CTHIRSKA","","CAL Zone W"
"1","S","A2103798","Detached","Bel-Aire","01/26/2024","$2,950,000.00","$2,941,000.00","4,316","1004 Beverley Boulevard SW","Calgary","2018","0","Sam Olschewski","COLSCHSA","","Sam Olschewski","COLSCHSA","","CAL Zone CC"
"1","S","A2029389","Detached","Parkhill","01/05/2024","$2,998,000.00","$2,905,000.00","3,220","3616 1A Street SW","Calgary","2023","169","Brian Mahoney","CMAHONBR","","Zahra Jiwa","CJIWAZA","","CAL Zone CC"
"1","S","A2096983","Detached","Hounsfield Heights/Briar Hill","01/22/2024","$2,795,000.00","$2,700,000.00","2,510","1403 20 Street NW","Calgary","2023","41","Joel Semmens","CSEMMEJO","","Rachel Clark","CCLARKRA","","CAL Zone CC"
"1","S","A2097344","Detached","Chinook Park","01/05/2024","$2,595,000.00","$2,480,000.00","3,191","7820 Chardie Road SW","Calgary","2013","21","Jemmie Li","CLIJE","","Josh Nelson","CNELSOJO","","CAL Zone S"
"1","S","A2098829","Detached","Crescent Heights","01/19/2024","$2,590,000.00","$2,465,000.00","3,754","206 2 Avenue NE","Calgary","2010","22","Richard Palibroda","CPALIBRI","","Erich Binner","CBINNEER","","CAL Zone CC"
"1","S","A2099957","Detached","Altadore","01/09/2024","$2,350,000.00","$2,250,000.00","3,333","4607 17 Street SW","Calgary","2017","4","Dennis Plintz","CPLINTDE","CRENEADE","Lawrence Barnett","CBARNELA","","CAL Zone CC"
"1","S","A2103611","Semi Detached (Half Duplex)","Aspen Woods","01/27/2024","$1,998,000.00","$2,000,000.00","1,906","62 Aspen Ridge Square SW","Calgary","2018","1","Anne Clarke-Davidson","CCLARKAN2","","Lisa McLaren","CMCLARLI","","CAL Zone W"
"1","S","A2085418","Detached","Aspen Woods","01/13/2024","$2,180,000.00","$2,000,000.00","3,453","37 Aspen Ridge Heights SW","Calgary","2023","101","Mandeep Basati","CBASATMA","","Chun Yuan Xu","CXUCH","","CAL Zone W"
"1","S","A2087949","Detached","Aspen Woods","01/29/2024","$2,095,000.00","$1,995,000.00","4,701","36 Aspen Ridge Manor SW","Calgary","2013","104","Sam Corea","CCOREASA","","Phil Lepage","CLEPAGPH","","CAL Zone W"
"1","S","A2101305","Detached","Elbow Park","01/26/2024","$2,100,000.00","$1,990,000.00","2,654","1219 Sifton Boulevard SW","Calgary","2004","11","Tanya Eklund","CEKLUNTA","","Ashley McKay","CMCKAYAS","","CAL Zone CC"
"1","S","A2102400","Detached","Springbank Hill","01/30/2024","$1,895,000.00","$1,950,000.00","3,290","48 Spring Willow Terrace SW","Calgary","2007","4","Sam Corea","CCOREASA","","Barbara Siu Jipp","CJIPPBA","","CAL Zone W"
"1","S","A2100161","Detached","University Heights","01/25/2024","$1,950,000.00","$1,900,000.00","2,971","2023 Ursenbach Road NW","Calgary","2013","15","Kevin Thygesen","CTHYGEKE","","Robin Clegg","CCLEGGRO","","CAL Zone NW"
"1","S","A2093798","Detached","Altadore","01/21/2024","$1,850,000.00","$1,845,000.00","3,001","4211 16 Street SW","Calgary","2024","46","Justin Warthe","CWARTHJU","","Simon Kowalkow","CKOWALSI","","CAL Zone CC"
"1","S","A2097429","Detached","Mount Pleasant","01/25/2024","$1,699,900.00","$1,705,000.00","3,349","808 24 Avenue NW","Calgary","2012","45","Ross Aitken","CAITKERO","","Mark Lukwinski","CLUKWIMA","","CAL Zone CC"
"1","S","A2098908","Detached","South Calgary","01/15/2024","$1,749,900.00","$1,700,000.00","3,157","1901 31 Avenue SW","Calgary","2012","13","Mark Lukwinski","CLUKWIMA","","Kelly Miller-Morgan","CMILLEKE1","","CAL Zone CC"
"1","S","A2102068","Detached","Upper Mount Royal","01/17/2024","$1,699,900.00","$1,699,900.00","2,168","1904 13 Street SW","Calgary","2023","0","Tanya Eklund","CEKLUNTA","","Kirsten Gingras","CGINGRKI","CALEXAMA","CAL Zone CC"
"1","S","A2100662","Detached","Upper Mount Royal","01/26/2024","$1,699,900.00","$1,699,900.00","2,165","1902 13 Street SW","Calgary","2023","17","Tanya Eklund","CEKLUNTA","","Geoff Smith","CSMITHGE2","","CAL Zone CC"
"1","S","A2100579","Detached","Pump Hill","01/21/2024","$1,699,000.00","$1,685,000.00","3,517","151 Pumpvalley Court SW","Calgary","1989","13","Sandra Ukrainetz","CUKRAISA","CSAVIGI","Thomas Keeper","CKEEPETH","","CAL Zone S"
"1","S","A2083196","Apartment","Eagle Ridge","01/26/2024","$1,698,000.00","$1,665,000.00","2,046","222 Eagle Ridge Drive SW Unit#4S","Calgary","1967","120","Mark Evernden","CEVERNMA","","Melissa Gallagher","CGALLAME","","CAL Zone S"
"1","S","A2101364","Detached","Mayfair","01/24/2024","$1,598,000.00","$1,650,000.00","2,399","36 Medford Place SW","Calgary","1966","1","Donna Rooney","CROONEDO","CVALENSU","Janet Mericle","CMERICJA","","CAL Zone CC"
"1","S","A2085529","Detached","Springbank Hill","01/12/2024","$1,699,000.00","$1,609,500.00","3,837","6 Spirit Ridge Lane SW","Calgary","2009","99","Nick Penney","CPENNENI","","Johnny Goyetche","CGOYETJO1","","CAL Zone W"
"1","S","A2100379","Detached","Hillhurst","01/22/2024","$1,599,000.00","$1,600,000.00","2,337","1769 8 Avenue NW","Calgary","1996","5","Robin Clegg","CCLEGGRO","CSEMMEJO","Jill Conroy","CCONROJI","","CAL Zone CC"
"1","S","A2065409","Detached","Discovery Ridge","01/22/2024","$1,525,000.00","$1,521,000.00","3,802","72 Discovery Valley Cove SW","Calgary","2005","193","Chris Dingle","CDINGLCH","","Gabi Moraru","CMORARGA","","CAL Zone W"
"1","S","A2096441","Apartment","West Springs","01/20/2024","$1,549,000.00","$1,500,000.00","2,015","8505 Broadcast Avenue SW Unit#804","Calgary","2019","44","Gemma Hobb","CHOBBGE","CHUXLETI","Richard Hartford","CHARTFRI","","CAL Zone W"
"1","S","A2094370","Detached","Rocky Ridge","01/08/2024","$1,548,800.00","$1,500,000.00","2,889","117 Rock Lake Heights NW","Calgary","2018","38","Corey Cameron","CCAMERCO","","Nash Abadeer","CABADENA","","CAL Zone NW"
"1","S","A2091207","Apartment","Chinatown","01/19/2024","$1,550,000.00","$1,500,000.00","1,750","88 Waterfront Mews SW Unit#301","Calgary","2019","76","Kim Stubbs","CSTUBBSKI","CHUXLETI","Vince Oliverio","COLIVEVI","","CAL Zone CC"
"1","S","A2102103","Detached","Aspen Woods","01/31/2024","$1,495,000.00","$1,478,000.00","2,875","39 Aspen Summit Park SW","Calgary","2012","12","Sam Corea","CCOREASA","","Jan Graham","CGRAHAJA","CPORTEIA","CAL Zone W"
"1","S","A2096071","Semi Detached (Half Duplex)","South Calgary","01/20/2024","$1,499,900.00","$1,460,000.00","2,254","1522 30 Avenue SW Unit#A","Calgary","2023","50","Donna Rooney","CROONEDO","CCRONIGA2","Catherine Chow","CCHOWCA","","CAL Zone CC"
"1","S","A2099822","Detached","Signal Hill","01/26/2024","$1,498,000.00","$1,450,000.00","3,379","157 Signature Way SW","Calgary","1994","22","Mark Wang","CWANGJI","","Noah Miller","CMILLENO","","CAL Zone W"
"1","S","A2087390","Detached","Edgemont","01/17/2024","$1,599,900.00","$1,450,000.00","3,382","919 Edgemont Road NW","Calgary","1978","96","Amit Punn","CPUNNAM","","Sumeet Kakker","CKAKKESU","","CAL Zone NW"
"1","S","A2085647","Full Duplex","Richmond","01/30/2024","$1,399,000.00","$1,425,000.00","2,414","2218 30 Avenue SW Unit#1 & 2","Calgary","1956","30","Peter de Benedetti","CDEBENPE","","Aly Remtulla","CREMTUAL","","CAL Zone CC"
"1","S","A2098794","Detached","Aspen Woods","01/08/2024","$1,399,900.00","$1,410,000.00","1,828","152 Aspen Dale Way SW","Calgary","2011","4","Catherine Chow","CCHOWCA","","Zoe Saraceni","CGAUTHZO","","CAL Zone W"
"1","S","A2099534","Detached","Ramsay","01/26/2024","$1,449,000.00","$1,405,000.00","2,375","1810 Elizabeth Street SE","Calgary","2023","22","Samantha Nicastro","CJOZSASA","CBRARGU2","Karen Chima","CCHIMAKA","","CAL Zone CC"
"1","S","A2089059","Detached","Evergreen","01/30/2024","$1,450,000.00","$1,390,000.00","3,724","2646 Evercreek Bluffs Way SW","Calgary","2006","97","Nick Profeta","CPROFENI","CMAHAL","Thu Nguyen","CNGUYEAN1","","CAL Zone S"
"1","S","A2097993","Apartment","Patterson","01/30/2024","$1,369,000.00","$1,365,000.00","2,251","15 Cougar Ridge Landing SW Unit#109","Calgary","2021","46","Jeff Jackson","CAJACKSJE","","Ricky Dhaliwal","CDHALISA3","","CAL Zone W"
"1","S","A2100365","Detached","Garrison Woods","01/31/2024","$1,399,900.00","$1,355,000.00","2,724","4705 21A Street SW","Calgary","2023","23","Lisa Johnson","CJOHNSLI1","","Lisa Johnson","CJOHNSLI1","","CAL Zone CC"
"1","S","A2098973","Detached","Signal Hill","01/24/2024","$1,349,900.00","$1,355,000.00","1,998","54 Sienna Ridge Landing SW","Calgary","2001","16","Sheldon Zacharias","CZACHASH","CZACHANA","Sherry Heinrich","CHEINRSH","","CAL Zone W"
"1","S","A2103312","Detached","Garrison Woods","01/29/2024","$1,220,000.00","$1,350,000.00","2,343","44 Moreuil Court SW","Calgary","1999","5","Stephen Gowland","CGOWLAST","","Karen Fawcett","CFAWCEKA","","CAL Zone CC"
"1","S","A2089826","Detached","Garrison Green","01/16/2024","$1,387,000.00","$1,337,125.00","2,778","82 Joseph Marquis Crescent SW","Calgary","2006","82","Heather Waddell","CWADDEHE","","Erin Dupont","CDUPONER","","CAL Zone W"
"1","S","A2099211","Detached","Brentwood","01/23/2024","$1,349,900.00","$1,320,000.00","2,872","5348 Bannerman Drive NW","Calgary","1968","20","Colin Ongyerth","CONGYECO","","Cheryl Talbot","CTALBOCH","","CAL Zone NW"
"1","S","A2089165","Detached","Scarboro/Sunalta West","01/23/2024","$1,398,900.00","$1,308,000.00","1,897","2420 Sandhurst Avenue SW","Calgary","1955","90","Renata M. Reid","CREIDREN","","Heather Lamb","CLAMBHE","","CAL Zone CC"
"1","S","A2098304","Detached","Parkland","01/29/2024","$1,298,000.00","$1,300,000.00","2,942","343 Parkview Crescent SE","Calgary","1975","13","John McNeill","CMCNEIJO","","Greg Wiseman","CWISEMGR","","CAL Zone S"
"1","S","A2091416","Detached","Springbank Hill","01/08/2024","$1,349,887.00","$1,300,000.00","2,517","42 Slopeview Drive SW","Calgary","1998","67","Oleg Lutso","CLUTSOOL","CFOXMA","Mohammed Abdul Majid","CMAJIDMO","","CAL Zone W"
"1","S","A2096774","Detached","Parkhill","01/10/2024","$1,295,000.00","$1,277,500.00","2,269","3804 2nd Street SW","Calgary","1997","34","Matt Williams","CWILLIMA3","","Roz Alibhai","CALIBHRO","","CAL Zone CC"
"1","S","A2100169","Detached","Rocky Ridge","01/25/2024","$1,250,000.00","$1,249,020.00","3,077","10 Rock Lake View NW","Calgary","2023","18","Derrick Penn","CPENNDE","","Derrick Penn","CPENNDE","","CAL Zone NW"
"1","S","A2100145","Detached","Lakeview","01/16/2024","$1,249,000.00","$1,249,000.00","1,546","5716 Lodge Crescent SW","Calgary","1965","10","Har Sandhu","CSANDHHA7","","Karissa Freund","CFREUNKA","","CAL Zone W"
"1","S","A2091910","Detached","Aspen Woods","01/10/2024","$1,258,000.00","$1,248,000.00","2,945","66 Aspen Hills Way SW","Calgary","2007","65","Sikandar Ali Malik","CMALIKSI","","Ming Cheng","CCHENGMI","","CAL Zone W"
"1","S","A2096260","Apartment","Eau Claire","01/19/2024","$1,350,000.00","$1,240,000.00","2,149","600 Princeton Way SW Unit#502","Calgary","2007","45","Robert Cote","CCOTERO","","Krista Kehoe","CKEHOEKR","","CAL Zone CC"
"1","S","A2100325","Detached","Cranston","01/26/2024","$1,319,900.00","$1,230,000.00","3,082","1128 Cranbrook Gardens SE","Calgary","2023","18","Jeff Jackson","CAJACKSJE","","Non Board Member","CNONMEMB","","CAL Zone SE"
"1","S","A2100465","Detached","Cranston","01/24/2024","$1,269,900.00","$1,225,000.00","2,776","1160 Cranbrook Gardens SE","Calgary","2023","16","Jeff Jackson","CAJACKSJE","","Jordan Lotoski","CLOTOSJO","","CAL Zone SE"
"1","S","A2100357","Detached","Richmond","01/21/2024","$1,229,900.00","$1,225,000.00","2,080","2422 30 Avenue SW","Calgary","2023","13","Davinder Brar","CBRARDA","","Rachelle Starnes","CSTARNRA","CDEXTEKY","CAL Zone CC"
"1","S","A2099035","Detached","Cranston","01/19/2024","$1,249,900.00","$1,210,000.00","2,600","51 Cranleigh Manor SE","Calgary","2005","14","Larry Normandeau","CNORMALA","","Puma Banwait","CBANWAAM","","CAL Zone SE"
"1","S","A2098971","Detached","Oakridge","01/27/2024","$1,248,000.00","$1,209,000.00","1,838","168 Oakside Circle SW","Calgary","1975","29","Johnny Goyetche","CGOYETJO1","","Johnny Goyetche","CGOYETJO1","","CAL Zone S"
"1","S","A2099700","Detached","Varsity","01/09/2024","$1,199,000.00","$1,200,000.00","2,622","5435 Varsity Drive NW","Calgary","1974","5","Vaughan Mealey","CMEALEVA","","Norb Park","CPARKNO","","CAL Zone NW"
"1","S","A2088600","Semi Detached (Half Duplex)","Altadore","01/19/2024","$1,200,000.00","$1,200,000.00","2,368","1744 49 Avenue SW","Calgary","2023","88","Timothy Green","CGREENTI","CGREENHA","John McNeill","CMCNEIJO","","CAL Zone CC"
"1","S","A2087815","Detached","Haysboro","01/04/2024","$1,259,000.00","$1,195,000.00","2,526","112 Hanover Road SW","Calgary","2014","79","Daniel Weiner","CWEINEDA","","Jun Hu","CHUJU","","CAL Zone S"
"1","S","A2095269","Detached","Sage Hill","01/06/2024","$1,200,000.00","$1,190,000.00","2,752","91 Sage Valley Green NW","Calgary","2010","40","Ken Devoe","CADEVOEKE","","Sara John","CJOHNSY","","CAL Zone N"
"1","S","A2086283","Detached","Windsor Park","01/16/2024","$1,245,000.00","$1,190,000.00","2,644","509 55 Avenue SW","Calgary","2023","98","Christopher Marshall","CMARSHCH","","Alisha Whitehead","CWHITEAL2","","CAL Zone CC"
"1","S","A2090458","Detached","Pump Hill","01/31/2024","$1,275,000.00","$1,185,000.00","2,703","108 Pump Hill Gardens SW","Calgary","1976","94","Gizella Davis","CDAVISGI","CCREASJE","Dusko Sremac","CSREMADU","","CAL Zone S"
"1","S","A2098944","Detached","Strathcona Park","01/20/2024","$1,225,000.00","$1,180,000.00","2,319","176 Strathlea Place SW","Calgary","2001","22","Jim Sidhu","CSIDHUJA5","CNICHORE","Yifan Ge","CGEYI","","CAL Zone W"
"1","S","A2098241","Detached","Kingsland","01/12/2024","$1,259,000.00","$1,180,000.00","1,669","20 Kelvin Place SW","Calgary","1957","22","Tay Olson","COLSONTA","","John McNeill","CMCNEIJO","","CAL Zone S"
"1","S","A2098853","Detached","Elbow Park","01/26/2024","$1,085,000.00","$1,177,000.00","1,831","3813 13A Street SW","Calgary","1950","3","John McNeill","CMCNEIJO","","Anne Clarke-Davidson","CCLARKAN2","CCARTHAL","CAL Zone CC"
"1","S","A2101964","Detached","Hidden Valley","01/22/2024","$1,149,900.00","$1,173,500.00","2,735","130 Hidden Creek Heights NW","Calgary","2003","4","Zoe Saraceni","CGAUTHZO","","Sam Geram-Fard","CGERAMSA","","CAL Zone N"
"1","S","A2099302","Detached","West Springs","01/06/2024","$1,050,000.00","$1,150,000.00","2,519","27 West Cedar Place SW","Calgary","2004","3","David Williams","CWILLIDA6","CROMBOJE","David Ji","CJIWE","","CAL Zone W"
"1","S","A2092334","Detached","Crescent Heights","01/28/2024","$1,185,000.00","$1,150,000.00","2,436","223 9 Avenue NE","Calgary","2022","81","Priscilla Gonzalez Salazar","CGOZALPR","COSMONJO1","Richard Palibroda","CPALIBRI","","CAL Zone CC"
"1","S","A2093413","Detached","Hamptons","01/19/2024","$1,169,000.00","$1,143,000.00","2,913","231 Hamptons Terrace NW","Calgary","1998","65","Stewart J. Lowe","CLOWEST","","Gloria Sun","CSUNWE","","CAL Zone NW"
"1","S","A2098945","Detached","Auburn Bay","01/26/2024","$1,149,000.00","$1,110,000.00","2,746","119 Auburn Sound Circle SE","Calgary","2011","24","Thu Nguyen","CNGUYEAN1","","Anil Karmali","CKARMAAN","","CAL Zone SE"
"1","S","A2103115","Detached","Lake Bonavista","01/28/2024","$1,089,000.00","$1,102,000.00","1,610","955 Lake Arrow Way SE","Calgary","1972","5","Shirley Evans","CEVANSSH","","Dave McNear","CMCNEADA","","CAL Zone S"
"1","S","A2101411","Detached","Legacy","01/18/2024","$1,249,900.00","$1,100,000.00","2,797","325 Legacy Woods Manor SE","Calgary","2023","6","Sam Hudson","CHUDSOSA","CHUDSOKA","Non Board Member","CNONMEMB","","CAL Zone S"
"1","S","A2086009","Detached","Cambrian Heights","01/21/2024","$1,174,000.00","$1,100,000.00","1,360","183 Cardiff Drive NW","Calgary","1958","101","Susanne Evans","CEVANSSU","","Rupinder Sandhu","CSANDHRU2","","CAL Zone CC"
"1","S","A2074360","Semi Detached (Half Duplex)","Richmond","01/23/2024","$1,099,000.00","$1,099,000.00","1,907","2224 30 Avenue SW","Calgary","2023","126","Timothy Green","CGREENTI","CGREENHA","Justin Wiechnik","CWIECHJU","","CAL Zone CC"
"1","S","A2081167","Detached","Killarney/Glengarry","01/31/2024","$1,099,900.00","$1,085,000.00","2,141","2425 27 Street SW","Calgary","2023","138","Bal Kooner","CKOONEBA","","Stephanie Begin","CBEGINST","","CAL Zone CC"
"1","S","A2077635","Detached","Signal Hill","01/12/2024","$1,085,000.00","$1,080,000.00","2,457","2908 Signal Hill Drive SW","Calgary","1990","134","Wei Liao","CLIAOWE","","Dylan Fu","CFUDY","","CAL Zone W"
"1","S","A2100607","Detached","Bowness","01/19/2024","$975,000.00","$1,077,000.00","1,081","6612 Bow Crescent NW","Calgary","1963","4","Ken Richter","CRICHTKE","","Lucas Ramage","CRAMAGLU","","CAL Zone NW"
"1","S","A2103236","Detached","Bowness","01/29/2024","$1,095,000.00","$1,075,000.00","1,167","8624 48 Avenue NW","Calgary","1970","2","Melissa Gallagher","CGALLAME","","Jeff Pilon","CPILONJE","CRICHTCH","CAL Zone NW"
"1","S","A2092357","Detached","Renfrew","01/05/2024","$1,135,000.00","$1,075,000.00","2,043","921 Remington Road NE","Calgary","1947","58","Tanya Eklund","CEKLUNTA","","Stacie Mori","CMORIST","","CAL Zone CC"
"1","S","A2101332","Semi Detached (Half Duplex)","Parkdale","01/29/2024","$1,080,000.00","$1,065,000.00","2,465","927 33A Street NW","Calgary","2019","14","Marsha Graham","CGRAHAMA","","Robert Walker","CWALKERO1","","CAL Zone CC"
"1","S","A2095888","Detached","Parkhill","01/06/2024","$1,199,999.00","$1,063,000.00","1,716","3806 2 Street SW","Calgary","1910","37","Donna Rooney","CROONEDO","CCRONIGA2","Gary Cronin","CCRONIGA2","CCRONILI","CAL Zone CC"
"1","S","A2061804","Semi Detached (Half Duplex)","Mount Pleasant","01/22/2024","$1,049,000.00","$1,057,000.00","2,319","2325 8 Street NW","Calgary","2023","206","Timothy Green","CGREENTI","CGREENHA","Albert Mah","CMAHAL","CPROFENI","CAL Zone CC"
"1","S","A2098407","Detached","Woodbine","01/08/2024","$1,100,000.00","$1,050,000.00","2,067","400 Woodbriar Circle SW","Calgary","1988","18","Richard Haener","CHAENERI","","Susan Gronberg","CGRONBSU","","CAL Zone S"
"1","S","A2092672","Detached","Killarney/Glengarry","01/24/2024","$1,099,000.00","$1,050,000.00","928","2639 28 Street SW","Calgary","1952","75","Robin Clegg","CCLEGGRO","CSEMMEJO","Hee Su Kim","CKIMHE1","","CAL Zone CC"
"1","S","A2099239","Semi Detached (Half Duplex)","Altadore","01/13/2024","$1,049,900.00","$1,049,900.00","2,350","1944 50 Avenue SW","Calgary","2015","11","David Johnston","CJOHNSDA3","","Michael Johnston","CJOHNSMI","CFERIAMI","CAL Zone CC"
"1","S","A2088138","Apartment","Eau Claire","01/06/2024","$1,100,000.00","$1,048,000.00","2,337","200 La Caille Place SW Unit#1104","Calgary","1999","78","Michael Ferianec","CFERIAMI","CMCKERFR","Karen Jardine","CJARDIKA","","CAL Zone CC"
"1","S","A2085126","Detached","North Glenmore Park","01/16/2024","$1,075,000.00","$1,040,000.00","1,446","2331 Lincoln Drive SW","Calgary","1960","96","Karen Fawcett","CFAWCEKA","","Matt Halladay","CHALLAMA","","CAL Zone W"
"1","S","A2099355","Detached","Woodbine","01/19/2024","$1,099,000.00","$1,035,000.00","2,772","77 Woodpath Terrace SW","Calgary","1988","14","Ella Kuindersma","CKUINDLA","","Terry Lynne Campanelli","CCAMPATE","","CAL Zone S"
"1","S","A2098910","Detached","Valley Ridge","01/08/2024","$1,049,900.00","$1,035,000.00","1,701","35 Valley Ridge Green NW","Calgary","1993","6","Cam Sterns","CSTERNCA","CCOXKI","Jeff Sexsmith","CSEXSMJE","","CAL Zone W"
"1","S","A2094044","Detached","Bowness","01/24/2024","$999,000.00","$1,034,441.00","1,453","6103 Bow Crescent NW","Calgary","1950","2","Aartee Sharma","CSHARMAA","","Jeff Pilon","CPILONJE","","CAL Zone NW"
"1","S","A2096581","Detached","Strathcona Park","01/23/2024","$1,095,000.00","$1,030,000.00","2,002","6 Straddock Bay SW","Calgary","2022","46","Justin Warthe","CWARTHJU","","Mohammed Abdul Majid","CMAJIDMO","","CAL Zone W"
"1","S","A2099619","Detached","Walden","01/26/2024","$1,049,900.00","$1,025,000.00","1,736","5 Walden Park SE","Calgary","2014","22","Gene Yamada","CYAMADGE","","Gordon  Ross","CROSSGO1","CROSSGO1","CAL Zone S"
"1","S","A2099536","Semi Detached (Half Duplex)","Richmond","01/25/2024","$1,039,000.00","$1,025,000.00","2,039","2017 24A Street SW","Calgary","2020","21","Marc Philibert","CDUGUAMA","","Tanya Eklund","CEKLUNTA","","CAL Zone CC"
"1","S","A2099634","Semi Detached (Half Duplex)","South Calgary","01/17/2024","$1,059,000.00","$1,020,000.00","1,996","1901 32 Avenue SW","Calgary","2015","13","Brad Crapun","CCRAPUBR","","Steve Throndson","CTHRONST","CSINCLAER","CAL Zone CC"
"1","S","A2062894","Detached","Altadore","01/09/2024","$1,054,000.00","$1,020,000.00","2,050","1923 45 Avenue SW","Calgary","2005","49","Livia McCabe","CMCCABLI","","Lucas Ramage","CRAMAGLU","","CAL Zone CC"
"1","S","A2086052","Detached","Patterson","01/17/2024","$1,025,000.00","$1,018,888.00","3,616","19 Patterson Crescent SW","Calgary","1988","99","Len T. Wong","CWONGLE3","","Zhi De Jiang","CJIANGZH1","","CAL Zone W"
"1","S","A2090668","Detached","Mahogany","01/22/2024","$990,900.00","$1,018,721.00","2,784","130 Marina Landing SE","Calgary","2024","82","Ron Kerr","CKERRRO","","Ron Kerr","CKERRRO","","CAL Zone SE"
"1","S","A2100242","Semi Detached (Half Duplex)","West Hillhurst","01/22/2024","$1,050,000.00","$1,015,000.00","2,405","2804 4 Avenue NW","Calgary","2011","15","Natasha Serrurier","CSERRUNA","CSERRUMA","Mike Hickey","CHICKEMI","","CAL Zone CC"
"1","S","A2099647","Detached","Springbank Hill","01/11/2024","$1,025,000.00","$1,000,000.00","2,419","56 Tremblant Terrace SW","Calgary","2012","7","Kris Sales","CSALESKR","","Jin Ping Wang","CWANGJI2","","CAL Zone W"
"1","S","A2099318","Detached","West Springs","01/09/2024","$959,000.00","$1,000,000.00","1,702","155 West Springs Place SW","Calgary","2002","7","Heather Gardiner Doetzel","CGARDIHE","","Aimee Zhou","CZHOUHU","","CAL Zone W"
"1","S","A2101406","Detached","Lake Bonavista","01/21/2024","$995,000.00","$999,999.00","1,710","936 Lake Christina Way SE","Calgary","1970","5","Paul Lehmann","CLEHMAPA","","Tom Albrecht","CALBRETH","","CAL Zone S"
"1","S","A2091643","Detached","Carrington","01/19/2024","$999,998.00","$999,998.00","2,711","144 Carrington Circle NW","Calgary","2017","75","Angel Godson-Onumejor","CGODSOAN","","Angel Godson-Onumejor","CGODSOAN","","CAL Zone N"
"1","S","A2091100","Semi Detached (Half Duplex)","Mount Pleasant","01/16/2024","$999,000.00","$999,000.00","2,280","903 23 Avenue NW","Calgary","2023","76","Timothy Green","CGREENTI","CGREENHA","May Davidson","CDAVIDMA3","CAUDETCH","CAL Zone CC"
"1","S","A2100587","Detached","Kingsland","01/17/2024","$999,958.00","$995,000.00","1,969","56 Klamath Place SW","Calgary","1957","8","Nass Faqiryar","CFAQIRNA","","Randi Scheuerman","CSCHEURA","","CAL Zone S"
"1","S","A2097664","Semi Detached (Half Duplex)","West Hillhurst","01/27/2024","$1,019,000.00","$995,000.00","1,872","2704 5 Avenue NW","Calgary","2023","45","Manmeet Dhillon","CDHILLMA3","","Jason Manarintr","CMANARJA","","CAL Zone CC"
"1","S","A2086656","Detached","Taradale","01/22/2024","$1,049,900.00","$995,000.00","2,827","3 Taralake Mews NE","Calgary","2009","94","Lucky Brar","CBRARLA2","","Lucky Brar","CBRARLA2","","CAL Zone NE"
"1","S","A2083849","Apartment","Eau Claire","01/11/2024","$1,025,000.00","$990,000.00","1,724","600 Princeton Way SW Unit#701","Calgary","2007","104","Robert Cote","CCOTERO","","Shannon MacLeod","CMACLESH1","","CAL Zone CC"
"1","S","A2102023","Detached","Bowness","01/31/2024","$980,000.00","$985,000.00","1,814","4131 67 Street NW","Calgary","1989","14","Karen MacPherson","CMACPHKA1","","Mark Lukwinski","CLUKWIMA","","CAL Zone NW"
"1","S","A2100139","Semi Detached (Half Duplex)","West Hillhurst","01/26/2024","$979,900.00","$979,900.00","1,898","2634 3 Avenue NW","Calgary","2009","18","Jamie Giszas","CGISZAJA","","Ambriel Leclair","CLECLAAM","","CAL Zone CC"
"1","S","A2100494","Semi Detached (Half Duplex)","Winston Heights/Mountview","01/19/2024","$989,999.00","$979,500.00","2,266","615 27 Avenue NE","Calgary","2010","11","Jillaine Carlin","CCARLIJI","CCARLIBR","James Bird","CBIRDJA","","CAL Zone CC"
"1","S","A2092768","Detached","Christie Park","01/26/2024","$999,000.00","$975,000.00","2,019","113 CHRISTIE KNOLL Heights SW","Calgary","1989","73","Rachelle Starnes","CSTARNRA","CTAGGANI","Andrew Szedlak","CSZEDLAN","","CAL Zone W"
"1","S","A2089709","Detached","Bankview","01/30/2024","$985,000.00","$975,000.00","1,085","2303 16A Street SW","Calgary","1957","95","Gordon  Ross","CROSSGO1","","Gurinder Brar","CBRARGU2","","CAL Zone CC"
"1","S","A2095882","Semi Detached (Half Duplex)","Rosscarrock","01/28/2024","$989,900.00","$967,500.00","2,007","4224 7 Avenue SW","Calgary","2024","57","Lisa Johnson","CJOHNSLI1","","Dennis Hwang","CHWANGDE","","CAL Zone W"
"1","S","A2093743","Detached","McKenzie Lake","01/23/2024","$994,900.00","$965,000.00","2,880","101 Mt Douglas Green SE","Calgary","2001","67","Fiona Christiaansen","CCHRISFI","","Scott Thain","CTHAINSC","","CAL Zone SE"
"1","S","A2093782","Semi Detached (Half Duplex)","South Calgary","01/23/2024","$985,000.00","$963,700.00","1,886","1809 31 Avenue SW","Calgary","2012","67","Dennis Plintz","CPLINTDE","CRENEADE","Joanne Thomas","CTHOMAJO1","","CAL Zone CC"
