"#","St","Address","MLS® #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"501","S","6736 43 Avenue NE","A2172100","Semi Detached (Half Duplex)","Temple","12/31/2024","$499,999.00","$487,000.00","914","Calgary","1981","82","Timmy Sharma","CSHARMSA3","CSHARMHA","Pammi Brar","CBRARPA","","CAL Zone NE"
"501","S","47 Sherwood Row NW","A2183104","Row/Townhouse","Sherwood","12/23/2024","$485,000.00","$486,000.00","1,345","Calgary","2014","12","Jamie Cheung","CCHEUNJA1","","Max Malychev","CMALYCMA","","CAL Zone N"
"501","S","8000 Wentworth Drive SW Unit#602","A2180262","Row/Townhouse","West Springs","12/07/2024","$484,900.00","$485,900.00","1,381","Calgary","2004","17","Michael Kuzyk","CKUZYKGA","CNICASTO","Danielle Hatton","CHATTODA","","CAL Zone W"
"501","S","6119 Penedo Way SE","A2183841","Detached","Penbrooke Meadows","12/23/2024","$450,000.00","$485,500.00","1,062","Calgary","1972","5","Kevin French","CFRENCKE","CSCOTTDA1","Zia Tajik","CTAJIKAH","","CAL Zone E"
"501","S","533 14 Avenue SW Unit#1","A2181286","Row/Townhouse","Beltline","12/19/2024","$495,000.00","$485,500.00","1,469","Calgary","1990","22","Laura O'Connell","COCONNLA","","Robyn Hauck","CHAUCKRO","","CAL Zone CC"
"501","S","5 Sunhurst Crescent SE","A2181743","Semi Detached (Half Duplex)","Sundance","12/15/2024","$499,900.00","$485,000.00","1,065","Calgary","1981","12","Christine Garrett","CGARRECH","","Michael Goodale","CGOODAMI","","CAL Zone S"
"501","S","1122 3 Street SE Unit#1009","A2179427","Apartment","Beltline","12/10/2024","$515,000.00","$485,000.00","903","Calgary","2015","20","Ginger Andrews","CANDREGI","","Tania Grassi","CATKINTA","","CAL Zone CC"
"501","S","460 Seton Circle SE","A2178362","Row/Townhouse","Seton","12/02/2024","$485,000.00","$485,000.00","1,901","Calgary","2023","23","Macaulay Brown","CBROWNMA5","","Kim Whyte","CWHYTEKI","","CAL Zone SE"
"501","S","6 Douglasview Park SE","A2178235","Semi Detached (Half Duplex)","Douglasdale/Glen","12/11/2024","$489,900.00","$485,000.00","1,210","Calgary","1995","29","Tod Hall","CHALLTO","CMILNETA","Ricky Wadhwa","CWADHWRI","CCUDAIAM","CAL Zone SE"
"501","S","3407 30A Avenue SE","A2178623","Detached","Dover","12/07/2024","$502,999.00","$484,200.00","1,057","Calgary","1970","25","Kulwinder Kaur","CKAURKU","CSINGHSA4","Hui Zhao","CZHAOHU","","CAL Zone E"
"501","S","19 Royal Crest Court NW","A2180699","Semi Detached (Half Duplex)","Royal Oak","12/09/2024","$499,900.00","$483,000.00","1,538","Calgary","2004","17","Waleed Idriess","CIDRIEWA","","Rami Lalria","CLALRIRA","","CAL Zone NW"
"501","S","10582 Cityscape Drive NE","A2177782","Row/Townhouse","Cityscape","12/04/2024","$499,900.00","$483,000.00","1,272","Calgary","2014","27","Kevin D'Costa","CDCOSTKE","","Mousam Mann","CMANNMO","","CAL Zone NE"
"501","S","7803 34 Avenue NW","A2175953","Semi Detached (Half Duplex)","Bowness","12/20/2024","$499,900.00","$483,000.00","842","Calgary","1978","50","Chris Richter","CRICHTCH","CPILONJE","Tanja van de Kamp","CVANDEAN1","","CAL Zone NW"
"501","S","442 210 Avenue SW","A2174277","Row/Townhouse","Belmont","12/12/2024","$479,000.00","$481,500.00","1,276","Calgary","2024","53","Sheila Morrison","CMORRISH1","CBONEJE","Carla Garcia","CGARCIJA1","","CAL Zone S"
"501","S","116 7A Street NE Unit#210","A2182329","Row/Townhouse","Bridgeland/Riverside","12/23/2024","$489,900.00","$480,000.00","1,034","Calgary","2006","18","Joel Panchuk","CPANCHJO","","Trevor Ramage","CRAMAGTR","","CAL Zone CC"
"501","S","103 Evansridge Court NW","A2180191","Row/Townhouse","Evanston","12/18/2024","$499,000.00","$480,000.00","1,473","Calgary","2015","27","Suresh Sekar","CSEKARSU","CKAUSHAR","Kevin Thieu","CTHIEUKE","","CAL Zone N"
"501","S","225 20 Avenue NW","A2179835","Detached","Tuxedo Park","12/16/2024","$495,000.00","$480,000.00","966","Calgary","1911","24","Curtis Prokopchuk","CPROKOCU","","Emmy Chu","CCHUNG","","CAL Zone CC"
"501","S","864 Cornerstone Boulevard NE","A2178976","Row/Townhouse","Cornerstone","12/13/2024","$485,000.00","$480,000.00","1,573","Calgary","2022","29","Gaurav Nagpal","CNAGPAGA","CJAHANAB","Balpreet Tehri","CTEHRIBA","","CAL Zone NE"
"501","S","80 Carrington Plaza NW Unit#302","A2178888","Apartment","Carrington","12/04/2024","$499,995.00","$480,000.00","1,279","Calgary","2022","17","Munaz Rajwani","CRAJWAMU","","Faisal Siddique","CSIDDIFA","CATKINGO","CAL Zone N"
"501","S","468 Woodbine Boulevard SW Unit#2","A2178886","Row/Townhouse","Woodbine","12/07/2024","$489,500.00","$480,000.00","1,493","Calgary","1992","23","Ali Waissi","CWAISSAL","","Tyree Stephens","CSTEPHTY","","CAL Zone S"
"501","S","4730 70 Street NW","A2178650","Semi Detached (Half Duplex)","Bowness","12/03/2024","$549,900.00","$480,000.00","923","Calgary","1977","19","Christopher Marshall","CMARSHCH","","Dorothea Sautter","CSAUTTDO","","CAL Zone NW"
"501","S","20 Edgewood Rise NW","A2181432","Semi Detached (Half Duplex)","Edgemont","12/10/2024","$479,900.00","$479,900.00","1,331","Calgary","1980","10","Sheldon Zacharias","CZACHASH","","Carson Weston","CWESTOCA","","CAL Zone NW"
"501","S","1010 6 Street SW Unit#2002","A2167433","Apartment","Beltline","12/21/2024","$499,900.00","$479,000.00","835","Calgary","2017","93","Geet Gumber","CGUMBEGE","CVAVILDU","Jason Ngo","CNGODA1","","CAL Zone CC"
"501","S","46 9 Street NE Unit#520","A2179646","Apartment","Bridgeland/Riverside","12/05/2024","$489,999.00","$477,500.00","829","Calgary","2016","18","Maria Lizotte","CLIZOTMA","","Sandeep Singh","CSINGHSA6","","CAL Zone CC"
"501","S","72 Doverglen Crescent SE","A2178677","Detached","Dover","12/02/2024","$495,000.00","$476,000.00","977","Calgary","1980","19","Nick Salmon","CSALMONI2","","Tri Nhan Le","CLETR1","","CAL Zone E"
"501","S","8636 47 Avenue NW","A2180783","Semi Detached (Half Duplex)","Bowness","12/01/2024","$479,900.00","$475,000.00","1,002","Calgary","1978","3","Ken Richter","CRICHTKE","CCOTEDE","Betty Szafraniec","CSZAFRBE","","CAL Zone NW"
"501","S","309 Sierra Morena Green SW","A2179146","Row/Townhouse","Signal Hill","12/30/2024","$475,000.00","$475,000.00","1,368","Calgary","1994","39","Benjamin Sweet","CSWEETBE","CBELISME","Mariangela Avila","CAVILAMA","","CAL Zone W"
"501","S","109 Mckerrell Way SE","A2162461","Detached","McKenzie Lake","12/11/2024","$499,900.00","$475,000.00","957","Calgary","1982","97","Japsimran Singh","CSINGHJA15","","Japsimran Singh","CSINGHJA15","","CAL Zone SE"
