"#","St","Address","ML #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"2501","S","225 11 Avenue SE Unit#602","A2041651","Apartment","Beltline","06/17/2023","$314,900.00","$300,000.00","602","Calgary","2013","56","Marc Stokes","CSTOKEMA","CWILDEBE","Jordan Helwerda","CHELWEJO","","CAL Zone CC"
"2501","S","3375 15 Street SW Unit#311","A2034927","Apartment","South Calgary","06/01/2023","$309,000.00","$300,000.00","537","Calgary","2019","49","Benjamin Sweet","CSWEETBE","CWYLIEWI","Justin Vroon","CVROONJU","","CAL Zone CC"
"2501","S","28 Auburn Bay Link SE Unit#305","A2055102","Apartment","Auburn Bay","06/28/2023","$299,900.00","$299,900.00","841","Calgary","2015","20","Beatrix Smolejova","csmolebe","","Erich Binner","CBINNEER","","CAL Zone SE"
"2501","S","11 Millrise Drive SW Unit#127","A2054382","Apartment","Millrise","06/21/2023","$299,900.00","$299,900.00","868","Calgary","2008","15","Michael Niemans","CNIEMAMI","","Simon Strydhorst","CSTRYDSI","","CAL Zone S"
"2501","S","175 Silverado Boulevard SW Unit#1113","A2053921","Apartment","Silverado","06/22/2023","$299,900.00","$299,900.00","883","Calgary","2014","21","Kayla Hagen","CMCNABKA","","Ayo Oduyoye","CODUYOOL","","CAL Zone S"
"2501","S","153 Rockyledge View NW Unit#7","A2052438","Row/Townhouse","Rocky Ridge","06/06/2023","$299,900.00","$299,900.00","708","Calgary","2005","11","Dean Mantai","CMANTADE","","Ilham Cazac","CCAZACIL","","CAL Zone NW"
"2501","S","223 Tuscany Springs Boulevard NW Unit#115","A2050612","Apartment","Tuscany","06/05/2023","$299,900.00","$299,900.00","880","Calgary","1999","13","Kelly McKelvie","CMCKELKE","","Deric A. Burton","CBURTODE","","CAL Zone NW"
"2501","S","210 15 Avenue SE Unit#3106","A2039008","Apartment","Beltline","06/01/2023","$299,999.00","$299,900.00","693","Calgary","2009","34","Carlin Koster","CKOSTECA","","Murray Shuturma","CSHUTUMU","","CAL Zone CC"
"2501","S","150 Mckenzie Towne Lane SE","A2055694","Row/Townhouse","McKenzie Towne","06/23/2023","$295,000.00","$299,600.00","910","Calgary","2007","7","Marc Stokes","CSTOKEMA","CWILDEBE","Bob Kentch","CKENTCRO","","CAL Zone SE"
"2501","S","3810 43 Street SW Unit#212","A2044764","Apartment","Glenbrook","06/02/2023","$312,000.00","$299,500.00","990","Calgary","2006","28","Alisa Briggeman","CBRIGGAL","","Tina Tolley","CTOLLETI","","CAL Zone W"
"2501","S","302 Skyview Ranch Drive NE Unit#4404","A2056121","Apartment","Skyview Ranch","06/12/2023","$309,000.00","$299,000.00","816","Calgary","2016","0","Atif Rajan","CRAJANAT","","Sylvia Castonguay","CCASTOSY","","CAL Zone NE"
"2501","S","3521 43 Street SW","A2044872","Row/Townhouse","Glenbrook","06/28/2023","$299,900.00","$299,000.00","902","Calgary","1968","46","Ehtisham Butt","CBUTTEH","","Austin Sorrenti","CSORREAU","CSREMADU","CAL Zone W"
"2501","S","4740 Dalton Drive NW Unit#69","A2054099","Row/Townhouse","Dalhousie","06/16/2023","$298,500.00","$298,500.00","523","Calgary","1977","15","Craig Rushton","CRUSHTCR","CHESKIAL","Dariusz Jablonski","CJABLODA2","","CAL Zone NW"
"2501","S","1719 9A Street SW Unit#439","A2055100","Apartment","Lower Mount Royal","06/21/2023","$300,000.00","$298,000.00","595","Calgary","2014","13","Karssen Askew","CASKEWKA","","Stephanie Begin","CBEGINST","","CAL Zone CC"
"2501","S","11811 Lake Fraser Drive SE Unit#6504","A2050864","Apartment","Lake Bonavista","06/09/2023","$299,000.00","$298,000.00","860","Calgary","2008","18","Edmar Calma","CCALMAED","","Lynda Holloway-Kisil","CKISILLY","","CAL Zone S"
"2501","S","522 Cranford Drive SE Unit#5206","A2040234","Apartment","Cranston","06/09/2023","$310,000.00","$298,000.00","845","Calgary","2016","55","Sarah Robertson","CROBERSA","","Lovepreet Lotey","CLOTEYLO","","CAL Zone SE"
