"#","St","Address","ML #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"1","S","1116 Beverley Boulevard SW","A2015451","Detached","Bel-Aire","02/28/2023","$4,400,000.00","$3,900,000.00","6,386","Calgary","2014","71","Dennis Plintz","CPLINTDE","","Vivienne Huisman","CFEICKVI","","CAL Zone CC"
"1","S","1231 Riverdale Avenue SW","A2024095","Detached","Elbow Park","02/27/2023","$3,650,000.00","$3,600,000.00","4,602","Calgary","2006","17","Donna Rooney","CROONEDO","CCRONIGA2","Teri-Ann Begin","CBEGINTE","","CAL Zone CC"
"1","S","1411 Beverley Place SW","A2011001","Detached","Bel-Aire","02/17/2023","$3,250,000.00","$2,990,000.00","3,725","Calgary","2010","98","Donna Rooney","CROONEDO","CCRONIGA2","Sam Patel","CPATELSA1","","CAL Zone CC"
"1","S","67 Bel-Aire Place SW","A2004961","Detached","Bel-Aire","02/28/2023","$2,785,000.00","$2,715,000.00","5,954","Calgary","1981","115","John McNeill","CMCNEIJO","","Crystal Tost","CMYERSCR","","CAL Zone CC"
"1","S","1105 Lansdowne Avenue SW","A2026609","Detached","Elbow Park","02/20/2023","$2,750,000.00","$2,600,000.00","3,900","Calgary","2008","0","Sam Olschewski","COLSCHSA","","Sam Olschewski","COLSCHSA","","CAL Zone CC"
"1","S","644 Lake Moraine Way SE","A2025004","Detached","Lake Bonavista","02/21/2023","$2,149,900.00","$2,350,000.00","3,623","Calgary","1973","8","Patricia Lanuke","CLANUKPA","","Darcy Brown","CBROWNDA7","","CAL Zone S"
"1","S","525 Riverdale Avenue SW","A2025526","Detached","Elboya","02/21/2023","$1,949,000.00","$2,175,000.00","2,910","Calgary","1932","4","Ted Crawford","CCRAWFTE","","Anne Clarke-Davidson","CCLARKAN2","","CAL Zone CC"
"1","S","738 1 Avenue SW Unit#612","A2016522","Apartment","Eau Claire","02/08/2023","$1,999,900.00","$1,925,000.00","1,603","Calgary","2019","0","Tanya Eklund","CEKLUNTA","","Adam Sharek","CSHAREAD","","CAL Zone CC"
"1","S","2419 Charlebois Drive NW","A2018186","Detached","Charleswood","02/04/2023","$1,995,000.00","$1,912,500.00","2,389","Calgary","2020","23","Kevin Thygesen","CTHYGEKE","","Lucas Ramage","CRAMAGLU","","CAL Zone NW"
"1","S","328 40 Avenue SW","A2026773","Detached","Elbow Park","02/21/2023","$1,850,000.00","$1,870,000.00","2,465","Calgary","1928","0","Kale Bandura","CBANDUKA","","Kale Bandura","CBANDUKA","","CAL Zone CC"
