"#","St","Address","ML #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"1","S","860 Hillcrest Avenue SW","A1163547","Detached","Upper Mount Royal","05/31/2022","$5,850,000.00","$5,850,000.00","5,813","Calgary","2021","186","Stella Lau","CLAUST1","","Ruth Alexander","CALEXAMA","","CAL Zone CC"
"1","S","4216 Britannia Drive SW","A1202518","Detached","Britannia","05/31/2022","$4,950,000.00","$4,950,000.00","4,852","Calgary","2016","0","John McNeill","CMCNEIJO","","Tom Gray","CGRAYTO","","CAL Zone CC"
"1","S","6128 Belvedere Road SW","A1209759","Detached","Bel-Aire","05/21/2022","$3,100,000.00","$2,900,000.00","5,359","Calgary","1967","0","Brian Mahoney","CMAHONBR","","Marsha Graham","CGRAHAMA","","CAL Zone CC"
"1","S","548 Willow Brook Drive","A1159264","Detached","Willow Park","05/06/2022","$2,995,000.00","$2,650,000.00","4,688","Calgary","2017","182","Deborah Teppler","CTEPPLDE","CRICHMPA","Deborah Teppler","CTEPPLDE","","CAL Zone S"
"1","S","822 Hillcrest Avenue SW","A1214781","Detached","Upper Mount Royal","05/08/2022","$2,500,000.00","$2,600,000.00","2,664","Calgary","1910","2","Donna Rooney","CROONEDO","CCRONIGA2","Lisa Atkins","CATKINLI","","CAL Zone CC"
"1","S","3414 Liddel Court SW","A1221881","Detached","Lakeview","05/30/2022","$2,395,000.00","$2,500,000.00","2,291","Calgary","1968","0","Vivienne Huisman","CFEICKVI","","Tanya Eklund","CEKLUNTA","","CAL Zone W"
"1","S","6626 Bow Crescent NW","A1205193","Detached","Bowness","05/11/2022","$2,398,000.00","$2,400,000.00","5,162","Calgary","2018","28","Sunny Banipal","CBANIPSU","CBANIPGU","Gary Cronin","CCRONIGA2","","CAL Zone NW"
"1","S","10519 Willowgreen Drive SE","A1184399","Detached","Willow Park","05/25/2022","$2,500,000.00","$2,300,000.00","3,148","Calgary","1966","76","Dennis Plintz","CPLINTDE","CMARTIAM","Jamie Newton","CNEWTOJA","","CAL Zone S"
"1","S","4120 15A Street SW","A1195803","Detached","Altadore","05/26/2022","$2,398,000.00","$2,250,000.00","3,749","Calgary","2010","66","Peter Skolaude","CSKOLAPE","","Jennifer Everingham","CEVERIJE","","CAL Zone CC"
"1","S","9022 9 Avenue SW","A1216328","Detached","West Springs","05/26/2022","$2,000,000.00","$2,210,000.00","2,912","Calgary","2007","14","George Byma","CBYMAGE","","Ron Garneau","CGARNERO1","","CAL Zone W"
"1","S","620 Alexander Crescent NW","A1218472","Detached","Rosedale","05/30/2022","$2,150,000.00","$2,100,000.00","2,781","Calgary","2015","13","Curtis Atkinson","CATKINCU","","Curtis Atkinson","CATKINCU","","CAL Zone CC"
"1","S","91 Mahogany Island SE","A1216979","Detached","Mahogany","05/11/2022","$2,375,000.00","$2,000,010.00","3,820","Calgary","2014","0","Deirdre Halferty","CHALFEDE","","Candace Wu","CWUCA1","","CAL Zone SE"
"1","S","36 Spring Willow Way SW","A1205908","Detached","Springbank Hill","05/05/2022","$1,995,000.00","$1,985,000.00","3,624","Calgary","2005","22","Tania Nelson","CNELSOTA","","Crystal Tost","CMYERSCR","","CAL Zone W"
"1","S","8 Mystic Ridge Way SW","A1194464","Detached","Springbank Hill","05/03/2022","$1,995,000.00","$1,970,000.00","3,466","Calgary","2016","46","Ross Pavl","CPAVLYRO","","Amy Liu","CLIUTI","","CAL Zone W"
"1","S","2903 11 Avenue NW","A1203993","Detached","St Andrews Heights","05/19/2022","$1,999,900.00","$1,940,000.00","2,173","Calgary","2011","40","Danny Raposo","CRAPOSDA","","Mark Evernden","CEVERNMA","","CAL Zone CC"
"1","S","1617 42 Avenue SW","A1219983","Detached","Altadore","05/26/2022","$1,849,000.00","$1,880,000.00","3,029","Calgary","2015","5","Mark Milne","CMILNEMA","","Tanya Eklund","CEKLUNTA","","CAL Zone CC"
"1","S","1207 Montreal Avenue SW","A1210777","Detached","Upper Mount Royal","05/18/2022","$1,785,000.00","$1,785,000.00","2,201","Calgary","1929","16","Gordon W. Ross","CROSSGO1","","Richard Lobsinger","CLOBSIRI","","CAL Zone CC"
"1","S","224 11A Street NW","A1216385","Detached","Hillhurst","05/14/2022","$1,795,000.00","$1,750,000.00","2,658","Calgary","2008","2","Sam Corea","CCOREASA","CFULLECH","Lisa Calles","CCALLELI","","CAL Zone CC"
"1","S","2009 40 Avenue SW","A1196796","Detached","Altadore","05/04/2022","$1,695,000.00","$1,750,000.00","2,522","Calgary","2011","5","Mary-Lou McCormick","CMCCORMA1","","Krista Legue","CLEGUEKR","","CAL Zone CC"
"1","S","10 Wexford Gardens SW","A1198694","Detached","West Springs","05/13/2022","$1,849,900.00","$1,730,000.00","3,883","Calgary","2013","48","Chase Olsen","COLSENCH","","Tracy Hryhoruk","CHRYHOTR","","CAL Zone W"
"1","S","29 Mahogany Circle SE Unit#101","A1170387","Apartment","Mahogany","05/12/2022","$1,728,280.00","$1,728,280.00","1,256","Calgary","2018","119","Michael Laprairie","CLAPRAMI","CSTEWAAL1","Patrick Murray","CMURRAPA","","CAL Zone SE"
"1","S","113 Patton Court SW","A1203649","Detached","Pump Hill","05/09/2022","$1,895,000.00","$1,700,000.00","3,328","Calgary","1988","31","Chris Dushinski","CDUSHICH","","Jesse Bydevaate","CBYDEVJE","","CAL Zone S"
"1","S","112 18 Avenue SE","A1201570","Row/Townhouse","Mission","05/31/2022","$1,699,000.00","$1,675,000.00","2,367","Calgary","1949","59","Spencer Stupka","CSTUPKSP","CMAYEM","Megan McFadden","CMCFADME","","CAL Zone CC"
"1","S","10 Valour Circle SW","A1202389","Row/Townhouse","Currie Barracks","05/17/2022","$1,699,000.00","$1,640,000.00","3,043","Calgary","2013","26","Barb Richardson","CRICHABA","CCALVINA","Thomas Calvert","CCALVETH","","CAL Zone W"
"1","S","55 Auburn Sound Cove SE","A1173492","Detached","Auburn Bay","05/16/2022","$1,679,900.00","$1,640,000.00","2,927","Calgary","2010","105","Chris Fenemore","CFENEMCH","CCAMPBJE1","Randy Keylock","CKEYLORA","","CAL Zone SE"
"1","S","1420 7A Street NW","A1166665","Detached","Rosedale","05/13/2022","$1,725,000.00","$1,630,000.00","3,243","Calgary","2013","153","Emmeline Noblet","CNOBLEEM","","Lucas Ramage","CRAMAGLU","","CAL Zone CC"
"1","S","114 Mahogany Cove SE","A1184940","Detached","Mahogany","05/09/2022","$1,588,000.00","$1,600,000.00","3,302","Calgary","2019","21","Erin Reeves","CHUCULER","","Erin Reeves","CHUCULER","","CAL Zone SE"
"1","S","3026 8 Street SW","A1208558","Detached","Elbow Park","05/03/2022","$1,599,000.00","$1,595,000.00","2,476","Calgary","1976","12","Carmen Davison","CDAVISCA","","Krista Legue","CLEGUEKR","","CAL Zone CC"
"1","S","816 24 Avenue NW","A1213626","Detached","Mount Pleasant","05/09/2022","$1,500,000.00","$1,575,000.00","2,807","Calgary","2011","5","Denise Staples","CSTAPLDE","","Todd Dean","CDEANTO","","CAL Zone CC"
