"#","St","Address","ML #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"1","S","2118 7 Street SW","A1197413","Detached","Upper Mount Royal","04/06/2022","$4,400,000.00","$4,200,000.00","5,103","Calgary","2009","0","Donna Rooney","CROONEDO","CCRONIGA2","Sam Corea","CCOREASA","","CAL Zone CC"
"1","S","711 Crescent Boulevard SW","A1171283","Detached","Britannia","04/06/2022","$3,100,000.00","$2,900,000.00","4,387","Calgary","2014","79","Brian Carlin","CCARLIBR","CCARLIJI","Marnie Campbell","CCAMPBMA1","","CAL Zone CC"
"1","S","1004 Beverley Boulevard SW","A1190439","Detached","Bel-Aire","04/21/2022","$2,950,000.00","$2,885,000.00","4,316","Calgary","2018","46","Sam Olschewski","COLSCHSA","","Melinda Channon","CCHANNME","","CAL Zone CC"
"1","S","4222 5 Street SW","A1167863","Detached","Elboya","04/29/2022","$2,750,000.00","$2,700,000.00","3,756","Calgary","2011","123","John Hripko","CHRIPKJO","CHRIPKAL","Rachelle Starnes","CSTARNRA","CDEXTEKY","CAL Zone CC"
"1","S","420 Brunswick Avenue SW","A1178444","Detached","Elboya","04/26/2022","$2,650,000.00","$2,625,000.00","3,179","Calgary","2022","81","Lisa Atkins","CATKINLI","","Dennis Plintz","CPLINTDE","","CAL Zone CC"
"1","S","24 Cambridge Place NW","A1206792","Detached","Cambrian Heights","04/29/2022","$2,500,000.00","$2,500,000.00","4,521","Calgary","2008","14","Lisa Calles","CCALLELI","","Jim Henheffer","CHENHEJI","","CAL Zone CC"
"1","S","2529 12 Avenue NW","A1195915","Detached","St Andrews Heights","04/18/2022","$2,600,000.00","$2,450,000.00","3,778","Calgary","2012","26","Mel Star","CSTARME","","Danny Raposo","CRAPOSDA","","CAL Zone CC"
"1","S","314 38 Avenue SW","A1207528","Detached","Elbow Park","04/23/2022","$2,000,000.00","$2,400,000.00","2,928","Calgary","1912","0","JoAnne Humphry","CHUMPHJO","","Sue Anne Valentine","CVALENSU","","CAL Zone CC"
"1","S","2824 7 Avenue NW","A1185701","Detached","West Hillhurst","04/02/2022","$2,399,000.00","$2,275,000.00","3,776","Calgary","2022","25","Robin Clegg","CCLEGGRO","CSEMMEJO","Tammy Moores","CMOORETA","","CAL Zone CC"
"1","S","42 Patina Lane SW","A1179445","Detached","Patterson","04/16/2022","$2,350,000.00","$2,242,000.00","2,631","Calgary","1999","64","Jonathan Popowich","CPOPOWJO","","Maria Shettler","CSHETTMA","CPOPOWJO","CAL Zone W"
"1","S","738 1 Avenue SW Unit#1108","A1071789","Apartment","Eau Claire","04/12/2022","$2,098,300.00","$2,098,300.00","1,652","Calgary","2019","397","Rowena Chan","CCHANRO2","","Brandon Harris","CHARRIBR","","CAL Zone CC"
"1","S","108 Cranbrook View SE","A1177991","Detached","Cranston","04/04/2022","$2,166,666.00","$2,075,000.00","2,375","Calgary","2017","59","Heather O'Neill","CONEILHE","CCHRISRO1","Tannis Andrejcin","CANDRETA","","CAL Zone SE"
"1","S","108 Spring Valley Way SW","A1195019","Detached","Springbank Hill","04/01/2022","$2,080,000.00","$2,010,000.00","4,783","Calgary","2004","15","Jason Haggins","CHAGGIJA","","Brad Taylor","CTAYLOBR2","","CAL Zone W"
"1","S","215 Aspen Ridge Place SW","A1197262","Detached","Aspen Woods","04/29/2022","$1,998,800.00","$1,970,000.00","4,407","Calgary","2007","37","Mark Evernden","CEVERNMA","","Monica Ponce","CPONCEMO","","CAL Zone W"
"1","S","26 Wexford Way SW","A1194099","Detached","West Springs","04/01/2022","$1,699,000.00","$1,880,000.00","3,437","Calgary","2013","1","Marnie Campbell","CCAMPBMA1","","Piew Soe Saw","CSAWPI","","CAL Zone W"
"1","S","1218 20 Street NW","A1196432","Detached","Hounsfield Heights/Briar Hill","04/20/2022","$1,899,900.00","$1,875,000.00","2,941","Calgary","2004","26","Joel Semmens","CSEMMEJO","","Steven Hill","CHILLST","","CAL Zone CC"
"1","S","3630 10 Street SW","A1205668","Detached","Elbow Park","04/25/2022","$1,795,000.00","$1,830,000.00","2,675","Calgary","2004","11","Zahra Jiwa","CJIWAZA","","Robin Clegg","CCLEGGRO","","CAL Zone CC"
"1","S","3204 25 Street SW","A1204098","Detached","Richmond","04/28/2022","$1,825,000.00","$1,800,000.00","3,018","Calgary","2014","20","Rod Vermunt","CVERMURO","","Tanya Eklund","CEKLUNTA","","CAL Zone CC"
"1","S","45 Evergreen Mount SW","A1175655","Detached","Evergreen","04/04/2022","$1,997,000.00","$1,800,000.00","4,967","Calgary","2010","63","Vadim Yalovitser","CYALOVVA","","Rosa Quach","CQUACHDI","","CAL Zone S"
"1","S","649 25 Avenue NW","A1203731","Detached","Mount Pleasant","04/23/2022","$1,750,000.00","$1,780,000.00","3,420","Calgary","2014","14","Ted Crawford","CCRAWFTE","","Michael Wood","CWOODMI","","CAL Zone CC"
"1","S","2727 92 Street SE","A1084351","Detached","NONE","04/07/2022","$1,895,000.00","$1,775,000.00","1,239","Calgary","1964","381","Michael Orechow","CORECHMI","","Gagan Sharma","CSHARMGA2","",""
"1","S","442 Brunswick Avenue SW","A1204361","Detached","Elboya","04/25/2022","$1,795,000.00","$1,750,000.00","1,762","Calgary","2006","14","Alexandria Stewart","CSTEWAAL1","CLAPRAMI","April DeJong","CDEJONAP","CBABOUMI","CAL Zone CC"
"1","S","4720 Montalban Drive NW","A1200897","Detached","Montgomery","04/08/2022","$1,699,900.00","$1,694,900.00","2,470","Calgary","2016","7","Jeff Neustaedter","CNEUSTJE","CBURRIRO1","Chris Zaharko","CZAHARCH","","CAL Zone NW"
"1","S","3216 Vercheres Street SW","A1205122","Detached","Upper Mount Royal","04/24/2022","$1,675,000.00","$1,692,000.00","2,338","Calgary","1936","13","Brandon Harris","CHARRIBR","","Christina Hagerty","CHAGERCH","","CAL Zone CC"
"1","S","2027 49 Avenue SW","A1199528","Detached","Altadore","04/21/2022","$1,675,000.00","$1,670,000.00","2,631","Calgary","2005","21","Trung Bien","CBIENTR1","CTUNNEJA","Shawn Hubbard","CHUBBASH","","CAL Zone CC"
"1","S","204 Edelweiss Drive","A1172880","Detached","Edgemont","04/27/2022","$1,798,000.00","$1,650,000.00","3,904","Calgary","1985","92","Norb Park","CPARKNO","","Peppe Bhasin","CBHASIPE","","CAL Zone NW"
"1","S","3 Timberline Gate SW","A1201318","Detached","Springbank Hill","04/24/2022","$1,650,000.00","$1,625,000.00","3,384","Calgary","2014","10","Vivienne Huisman","CFEICKVI","","Shilo Storey","CSTORESH","","CAL Zone W"
"1","S","639 Lake Placid Drive SE","A1199289","Detached","Lake Bonavista","04/13/2022","$1,500,000.00","$1,580,000.00","2,315","Calgary","1975","13","Steve Strachan","CSTRACST","CHUGHEKE","Susanita de Diego","CDEDIESU","","CAL Zone S"
"1","S","23 Wentworth Mount SW","A1200210","Detached","West Springs","04/22/2022","$1,649,900.00","$1,570,000.00","3,830","Calgary","2008","22","Tanya Eklund","CEKLUNTA","","Piew Soe Saw","CSAWPI","","CAL Zone W"
"1","S","53 Crestridge View SW","A1190802","Detached","Crestmont","04/11/2022","$1,680,000.00","$1,550,000.00","2,173","Calgary","2010","34","Chris Richter","CRICHTCH","CPILONJE","Moe Jarrah","CJARRAMO","","CAL Zone W"
"1","S","2704 1 Avenue NW","A1192834","Detached","West Hillhurst","04/04/2022","$1,650,000.00","$1,549,000.00","3,237","Calgary","2015","24","Mandeep Duggal","CDUGGAMA","","Meggie Thieu","CTHIEUME","","CAL Zone CC"
"1","S","916 32 Street NW","A1184171","Detached","Parkdale","04/24/2022","$1,699,000.00","$1,539,500.00","3,176","Calgary","2013","65","Rishma Kassam","CKASSARI1","","Yu Xiang Shi","CSHIYU","","CAL Zone CC"
"1","S","412 Aspen Glen Place SW","A1204758","Detached","Aspen Woods","04/14/2022","$1,295,000.00","$1,525,800.00","3,216","Calgary","2010","2","David Pellettier","CPELLEDA","","Kevin Chau","CCHAUKE","","CAL Zone W"
"1","S","1107 BEVERLEY Boulevard SW","A1198208","Detached","Bel-Aire","04/03/2022","$1,575,000.00","$1,500,000.00","2,476","Calgary","1961","9","Joe Badin","CBADINJO","","Eric Boyd","CBOYDER","","CAL Zone CC"
"1","S","916 SYDENHAM Road SW","A1193661","Detached","Upper Mount Royal","04/19/2022","$1,595,000.00","$1,500,000.00","2,290","Calgary","1915","36","John Hripko","CHRIPKJO","","Brenda Field","CFIELDBR","","CAL Zone CC"
"1","S","1039 Durham Avenue SW","A1186653","Detached","Upper Mount Royal","04/29/2022","$1,599,000.00","$1,500,000.00","2,383","Calgary","1949","33","Mary-Lou McCormick","CMCCORMA1","","Gordon W. Ross","CROSSGO1","","CAL Zone CC"
